DBKEY,EIN,UEI,AUDITEENAME,COGAGENCY,DATE_ADDED
181984,391140880,,HO-CHUNK NATION,93,3/23/2023
182191,526000878,,"ANNE ARUNDEL COUNTY, MARYLAND",93,8/22/2022
182237,386004895,,"CHARTER COUNTY OF WAYNE, MICHIGAN",93,3/25/2021
182318,316000172,,MONTGOMERY COUNTY,93,3/25/2021
182353,730945447,,CITIZEN POTAWATOMI NATION,93,3/25/2021
182415,060995554,VKELG69WZM38,MASHANTUCKET PEQUOT TRIBAL NATION,93,2/6/2023
182432,043320571,,CAMBRIDGE PUBLIC HEALTH COMMISSION/CAMBRIDGE HEALTH ALLIANCE,93,8/30/2022
182608,410989737,G11HL1HD82Z4,SHAKOPEE MDEWAKANTON SIOUX COMMUNITY,93,2/14/2023
182945,386178758,,SAGINAW CHIPPEWA INDIAN TRIBE OF MICHIGAN,93,7/6/2022
183299,741603950,,THE HARRIS CENTER FOR MENTAL HEALTH AND IDD,93,3/25/2021
183356,042774441,,BOSTON CHILDRENS HOSPITAL AND SUBSIDIARIES,93,3/25/2021
183392,750808769,TW3HQTG7SHM5,"CATHOLIC CHARITIES DIOCESE OF FORT WORTH, INC.",93,7/21/2023
183414,043293659,FFEEFY1RB5B5,SEVEN HILLS FOUNDATION AND AFFILIATES,93,12/20/2022
183686,911631806,,HARBORVIEW MEDICAL CENTER,93,9/26/2022
183705,951691330,,VOLUNTEERS OF AMERICA OF LOS ANGELES,93,3/25/2021
183782,250965469,EJRKDPC1R9P8,ACTION HOUSING INC. AND SUBSIDIARIES,93,6/30/2023
183970,530196617,,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,93,3/25/2021
184345,470744117,,PONCA TRIBE OF NEBRASKA,93,6/30/2022
184511,746002164,JTALGHD9SUH5,BEXAR COUNTY HOSPITAL DISTRICT D/B/A UNIVERSITY HEALTH ,93,8/29/2023
184744,946000539,,COUNTY OF SONOMA,93,3/25/2021
184937,910838426,,MUCKLESHOOT INDIAN TRIBE,93,12/8/2022
185003,042777810,,"PEOPLE ACTING IN COMMUNITY ENDEAVORS, INC.",93,3/25/2021
185026,156000449,,BROOME COUNTY,93,3/25/2021
186051,753159126,KT4MLLHK99V6,ATCC GLOBAL & SUBSIDIARIES,93,5/16/2023
186071,746000756,,EL PASO COUNTY HOSPITAL DISTRICT D/B/A UNIVERSITY MEDICAL CENTER,93,7/2/2022
186354,880151573,,SOUTHERN NEVADA HEALTH DISTRICT,93,3/15/2022
186634,132574854,,LUTHERAN IMMIGRATION AND REFUGEE SERVICE,93,3/25/2021
187129,236003047,,CITY OF PHILADELPHIA,93,4/5/2023
187160,236003046,,COUNTY OF DELAWARE,93,3/25/2021
187214,886000028,,"CLARK COUNTY, NEVADA",93,3/25/2021
187253,146002635,,"COUNTY OF WASHINGTON, NEW YORK",93,3/25/2021
187679,381357020,,HENRY FORD HEALTH SYSTEM,93,10/6/2022
187697,351955872,,"INDIANA UNIVERSITY HEALTH, INC. AND SUBSIDIARIES",93,10/6/2022
187704,916001359,,PIERCE COUNTY,93,10/3/2022
187746,846000580,,CITY AND COUNTY OF DENVER,93,3/25/2021
187804,586001729,,"FULTON COUNTY, GEORGIA",93,2/2/2023
187823,236003049,,"COUNTY OF BERKS, PENNSYLVANIA",93,10/6/2022
187841,166002557,ZSPKQ36C6GD4,CHEMUNG COUNTY TREASURER,93,8/7/2023
187844,841343242,,DENVER HEALTH AND HOSPITAL AUTHORITY,93,10/10/2022
187899,116000463,,"COUNTY OF NASSAU, NEW YORK",93,3/25/2021
187997,946000521,,MERCED COUNTY,93,3/25/2021
188084,236003055,,"COUNTY OF LANCASTER, PENNSYLVANIA",93,10/6/2022
188209,953081695,,"CHILD CARE RESOURCE CENTER, INC.",93,3/25/2021
188494,156000459,,"COUNTY OF MADISON, NEW YORK",93,3/25/2021
188874,166002563,,"COUNTY OF MONROE, NEW YORK",93,3/25/2021
189454,731374986,,CHICKASAW NATION,93,3/25/2021
189799,660437470,,DEPARTMENT OF HEALTH OF THE COMMONWEALTH OF PUERTO RICO,93,3/25/2021
189875,860044545,,TOHONO O'ODHAM NATION GOVERNMENT SERVICES DEPARTMENT,93,3/25/2021
189972,946000534,,COUNTY OF SANTA CRUZ,93,3/25/2021
190096,916000986,,KING COUNTY PUBLIC HOSPITAL DISTRICT NO. 1,93,4/10/2022
191859,226002433,,COUNTY OF ESSEX,93,10/7/2022
191897,911004074,,LUMMI INDIAN BUSINESS COUNCIL,93,3/25/2021
192079,610600439,,COMMONWEALTH OF KENTUCKY,93,6/30/2022
192115,860092335,,THE NAVAJO NATION,93,3/25/2021
192613,146002566,,DUTCHESS COUNTY,93,3/25/2021
192783,910557816,,GOVERNMENTAL DEPARTMENTS OF THE TULALIP TRIBES OF WASHINGTON,93,10/3/2022
192799,946000545,,COUNTY OF TULARE,93,3/25/2021
192840,386006309,,REGENTS OF THE UNIVERSITY OF MICHIGAN,93,3/25/2021
192887,450223071,,TURTLE MOUNTAIN BAND OF CHIPPEWA INDIANS,93,7/6/2022
193062,146013200,,STATE OF NEW YORK,93,3/25/2021
193137,920162721,,ALASKA NATIVE TRIBAL HEALTH CONSORTIUM,93,3/25/2021
193401,316400223,,"CITY OF COLUMBUS, OHIO",93,3/25/2021
193452,383278535,,POKAGON BAND OF POTAWATOMI INDIANS,93,1/2/2023
193590,346000817,,CUYAHOGA COUNTY,93,3/25/2021
193634,931176109,,OREGON HEALTH & SCIENCE UNIVERSITY,93,3/25/2021
193698,450309764,KADSKJ11BLH5,STATE OF NORTH DAKOTA,93,3/31/2023
193854,756000920,,"DENTON COUNTY, TEXAS",93,7/2/2022
194208,586001198,,THE FULTON - DEKALB HOSPITAL AUTHORITY,93,11/16/2022
194244,396005720,,MILWAUKEE COUNTY,93,3/25/2021
194823,590624424,,"MOUNT SINAI MEDICAL CENTER OF FLORIDA, INC",93,7/6/2022
195540,741557575,,HOUSTON-GALVESTON AREA COUNCIL,93,3/25/2021
195773,561376950,,"NOVANT HEALTH, INC.",93,10/6/2022
195844,953484589,,ADVENTIST HEALTH SYSTEM/WEST,93,10/3/2022
195946,660055941,,PUERTO RICO MENTAL HEALTH AND ANTI-ADDICTION SERVICE ADMINISTRATION,93,3/25/2021
196000,952833205,TL1GXSM5USD7,FAMILY HEALTH CENTERS OF SAN DIEGO,93,4/4/2023
196303,592198911,,"LUTHERAN SERVICES FLORIDA, INC. AND SUBSIDIARIES",93,3/25/2021
197012,364096312,,ILLINOIS NETWORK OF CHILD CARE RESOURCE AND REFERRAL AGENCIES,93,12/9/2021
197107,731509406,,OSAGE NATION GOVERNMENTAL PROGRAMS DEPARTMENT,93,7/6/2022
197363,146002571,,"COUNTY OF SARATOGA, NEW YORK",93,3/25/2021
197527,561022483,,TELAMON CORPORATION,93,3/25/2021
197537,580566256,,EMORY UNIVERSITY,93,3/25/2021
197622,680006282,,SAN JOAQUIN COUNTY OFFICE OF EDUCATION,93,3/25/2021
197856,410991680,,FAIRVIEW HEALTH SERVICES,93,9/22/2022
198009,856000570,,NEW MEXICO HUMAN SERVICES DEPARTMENT,93,2/9/2022
198369,886000436,,UNIVERSITY MEDICAL CENTER OF SOUTHERN NEVADA,93,2/7/2022
198810,730757033,,CHEROKEE NATION,93,3/25/2021
198973,133964321,,WESTCHESTER COUNTY HEALTH CARE CORPORATION,93,10/10/2022
199123,391205576,,MENOMINEE INDIAN TRIBE OF WISCONSIN,93,12/27/2022
199136,593467610,,"CENTRAL FLORIDA BEHAVIORAL HEALTH NETWORK, INC.",93,3/25/2021
199484,222405279,,"RWJ BARNABAS HEALTH, INC.",93,9/22/2022
199567,131624182,,MEMORIAL SLOAN KETTERING CANCER CENTER & AFFILIATED CORPORATIONS,93,3/25/2021
199644,860143787,,SALT RIVER PIMA-MARICOPA INDIAN COMMUNITY,93,4/12/2022
200900,751924974,,WORKFORCE SOLUTIONS GREATER DALLAS,93,3/25/2021
201149,316000061,,BUTLER COUNTY,93,10/10/2022
201368,270139424,,CALIFORNIA AUTOMATED CONSORTIUM ELIGIBILITY SYSTEM,93,3/25/2021
201767,752681216,,TARRANT COUNTY WORKFORCE DEVELOPMENT BOARD,93,3/25/2021
202468,132828349,,"HUDSON RIVER HEALTHCARE, INC. (D/B/A SUN RIVER HEALTH)",93,8/2/2022
202931,966000814,,COUNTY OF KINGS,93,12/27/2022
203014,521402373,,"LIFE BRIDGE HEALTH, INC.",93,9/2/2022
203015,371320188,,STATE OF ILLINOIS,93,3/25/2021
203568,742940085,,LOWER RIO GRANDE VALLEY WORKFORCE DEVELOPMENT BOARD,93,3/25/2021
203794,521958352,,AHS HOSPITAL CORP.,93,8/30/2022
203850,223601678,,TRINITAS REGIONAL MEDICAL CENTER,93,7/6/2022
203859,150329043,,EXCELLUS HEALTH PLAN,93,3/25/2021
203870,582367819,,CHILDREN'S HEALTHCARE OF ATLANTA,93,8/8/2022
204059,450233470,,BANNER HEALTH,93,1/26/2023
204571,536001131,,GOVERNMENT OF THE DISTRICT OF COLUMBIA,93,3/25/2021
204659,951643381,,MEMORIAL HEALTH SERVICES AND SUBSIDIARIES,93,9/26/2022
205501,233048942,,"PHILADELPHIA WORKS, INC.",93,3/25/2021
205726,431423050,,"MERCY HEALTH FKA SISTERS OF MERCY HEALTH SYSTEMS, INC",93,10/10/2022
206165,731192764,,"INTEGRIS HEALTH, INC.",93,8/22/2022
206285,232825881,,TEMPLE UNIVERSITY HEALTH SYSTEM,93,9/26/2022
206506,750800628,,CHILDREN'S HEALTH CLINICAL OPERATIONS,93,7/22/2022
206676,596014973,CM6ZXKDCWEJ7,SOUTH BROWARD HOSPITAL DISTRICT D/B/A MEMORIAL HEALTHCARE SYSTEM,93,12/9/2022
206851,576000722,,MEDICAL UNIVERSITY OF SOUTH CAROLINA,93,3/25/2021
207008,581588823,,"THE MOSES H. CONE MEMORIAL HOSPITAL OPERATING CORPORATION, INC.",93,7/6/2022
207050,582001014,,"PHOEBE PUTNEY HEALTH SYSTEM, INC",93,5/2/2022
207628,146002626,,COUNTY OF FULTON,93,3/25/2021
207677,741260710,,BCFS HEALTH AND HUMAN SERVICES,93,3/25/2021
207994,651122406,,"EARLY LEARNING COALITION OF MIAMI-DADE/MONROE, INC.",93,3/25/2021
208421,593688924,,"EARLY LEARNING COALITION OF DUVAL, INC",93,12/30/2021
208872,466029223,,SSM HEALTH CARE CORPORATION,93,10/10/2022
209282,113465690,,NASSAU HEALTH CARE CORPORATION,93,10/10/2022
209471,340714775,,"UNIVERSITY HOSPITALS HEALTH SYSTEM, INC.",93,10/10/2022
210565,593380599,,SOUTH FLORIDA BEHAVIORAL HEALTH NETWORK INC,93,3/25/2021
210648,133783732,,"HEALTHFIRST PHSP, INC.",93,3/25/2021
211212,651060848,,"EARLY LEARNING COALITION OF BROWARD COUNTY, INC.",93,3/14/2022
211653,650974035,,"EARLY LEARNING COALITION OF PALM BEACH COUNTY, INC.",93,2/8/2022
211669,311759186,,"ORANGE COUNTY SCHOOL READINESS COALITION, INC.",93,4/15/2022
211671,593726679,,"EARLY LEARNING COALITION OF PINELLAS COUNTY, INC.",93,2/3/2022
211899,581698648,L9DLXYHZ3TM8,"TASK FORCE FOR GLOBAL HEALTH, INC.",93,1/5/2023
212004,752702388,,TEXAS HEALTH RESOURCES,93,8/4/2022
212155,596001217,,HALIFAX HOSPITAL MEDICAL CENTER,93,7/6/2022
212445,562570681,,"ST. LUKE'S HEALTH SYSTEM, LTD. AND SUBSIDIARIES",93,7/6/2022
212675,956077327,,SHARP HEALTHCARE,93,7/1/2022
212942,710847443,,STATE OF ARKANSAS,93,3/25/2021
214017,651149351,,"CHILDNET, INC. AND AFFILIATE",93,3/25/2021
215470,550753754,,CAMC HEALTH SYSTEM INC. AND SUBSIDIARIES,93,7/14/2022
215599,951684089,,SCRIPPS HEALTH AND AFFILIATES,93,7/6/2022
216236,930951989,,"SAMARITAN HEALTH SERVICES, INC.",93,10/10/2022
217342,222529464,,YALE - NEW HAVEN HEALTH SERVICES CORPORATION,93,7/6/2022
217422,860422559,,PHOENIX CHILDRENS HOSPITAL,93,10/3/2022
217428,954191698,,ELIZABETH GLASER PEDIATRIC AIDS FOUNDATION,93,3/25/2021
217851,043651340,,TUBA CITY REGIONAL HEALTH CARE CORPORATION,93,3/25/2021
217857,111631781,,FLUSHING HOSPITAL MEDICAL CENTER,93,8/9/2022
218267,030423156,ULDJB39ERZU8,"BIG BEND COMMUNITY BASED CARE, INC. D/B/A NORTHWEST FLORIDA HEALTH NET",93,3/22/2023
218860,571140890,,"OUR KIDS OF MIAMI-DADE/MONROE, INC.",93,3/25/2021
218914,411813221,,CENTRACARE HEALTH SYSTEM,93,9/28/2022
218994,810549382,,"WINSLOW INDIAN HEALTH CARE CENTER, INC.",93,5/13/2022
219000,043369649,,MAINEGENERAL HEALTH,93,9/23/2022
219107,481108830,,"UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.",93,3/25/2021
219340,200360007,,ESSENTIA HEALTH,93,4/21/2022
219459,860810876,,GILA RIVER HEALTH CARE CORPORATION,93,3/25/2021
219579,621646734,,COVENANT HEALTH,93,7/25/2022
219891,592796965,,"BAYCARE HEALTH SYSTEM, INC. AND AFFILIATES",93,8/5/2022
219918,222517863,,WELLSPAN HEALTH,93,10/6/2022
220008,920144231,,ALASKA REINSURANCE PROGRAM/ALASKA COMPREHENSIVE HEALTH INSURANCE ASSOC,93,3/25/2021
220160,111665825,,EPISCOPAL HEALTH SERVICES INC. AND SUBSIDIARIES,93,11/17/2022
220999,311339322,,OHIO CHILD CARE RESOURCE & REFERRAL ASSOCIATION,93,12/26/2021
221064,391835630,,UNIVERSITY OF WISCONSIN HOSPITALS & CLINICS AUTHORITY,93,6/29/2022
221072,050539199,SEA8ANNY16M5,"FUND FOR PUBLIC HEALTH IN NEW YORK, INC.",93,6/30/2023
221266,521465301,,JOHNS HOPKINS HEALTH SYSTEM,93,1/28/2022
221303,910939479,,PEACEHEALTH NETWORKS,93,8/26/2022
221530,043567502,,"PARTNERS IN HEALTH, A NONPROFIT CORPORATION",93,12/9/2021
222035,020222140,,DARTMOUTH HITCHCOCK HEALTH AND SUBSIDIARIES,93,10/10/2022
222279,136171197,,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,93,3/25/2021
222378,411314595,,MINNESOTA COMPREHENSIVE HEALTH ASSOCIATION,93,9/27/2022
222380,222565278,,"CATHOLIC HEALTH SYSTEM, INC. & SUBSIDIARIES",93,10/5/2022
222561,951644036,,"COLLIS P. AND HOWARD HUNTINGTON MEMORIAL HOSPITAL TRUST, PASADENA HOSP",93,5/26/2022
222716,311626179,,"UNIVERSITY HEALTH SYSTEM, INC.",93,10/6/2022
223420,770097156,,"THE CHILDREN'S CABINET, INC.",93,2/7/2022
223772,660500678,,PUERTO RICO HEALTH INSURANCE ADMINISTRATION (ASES),93,3/25/2021
223800,382640544,,MUNSON HEALTHCARE AND SUBSIDIARIES,93,9/15/2022
224072,912155317,NFHEUCKBFMU4,ALLEN INSTITUTE,93,7/13/2023
224542,200873314,,LAS VEGAS - CLARK COUNTY URBAN LEAGUE,93,3/25/2021
224672,521532556,,"ADVENTIST HEALTHCARE, INC AND CONTROLLED ENTITIES",93,4/21/2023
225185,237204495,,"JOHN H. BONER COMMUNITY CENTER, INC.",93,8/30/2022
226112,756004221,,DALLAS COUNTY HOSPITAL DISTRICT DBA PARKLAND HEALTH & HOSPITAL SYSTEM,93,7/2/2022
226559,351972384,,"PARKVIEW HEALTH SYSTEM, INC. DBA PARKVIEW HEALTH",93,7/7/2022
226636,202508411,DC4UE8MU2ZE8,"SUNSET PARK HEALTH COUNCIL, INC. DBA FAMILY HEALTH CENTERS AT NYU LANG",93,6/1/2023
227312,460422673,,AVERA HEALTH,93,10/3/2022
227687,203796994,,"QLARANT INTEGRITY SOLUTIONS, LLC",93,3/25/2021
228058,650267668,,"BAPTIST HEALTH SOUTH FLORIDA, INC. AND AFFILIATES",93,7/6/2022
228496,208022336,,"NEW YORK EHEALTH COLLABORATIVE, INC.",93,10/6/2021
228533,743177454,,RICHMOND UNIVERSITY MEDICAL CENTER,93,10/6/2022
228550,396005507,FS3AZ3FV8JG8,CITY OF MADISON,93,6/28/2023
230070,990073547,,CATHOLIC CHARITIES HAWAII,93,6/1/2022
230344,411693838,,"HEALTHPARTNERS, INC.",93,10/6/2022
230423,050490997,,CARE NEW ENGLAND HEALTH SYSTEM,93,6/27/2022
230928,610445850,,"ST. ELIZABETH MEDICAL CENTER, INC.",93,9/22/2022
231074,260076866,,"ACACIA NETWORK HOUSING, INC.",93,3/25/2021
231143,911935159,TJFZLPP6NYL6,FRED HUTCHINSON CANCER CENTER,93,11/27/2022
231358,263428781,,"THE BROAD INSTITUTE, INC.",93,3/25/2021
231533,264059542,,RAINBOW LEARNING ENRICHMENT,93,3/24/2022
232531,222508425,,"INSPIRA HEALTH NETWORK, INC.",93,10/25/2022
233569,043230035,,"PARTNERS HEALTHCARE SYSTEM, INC. AND AFFILIATES",93,3/25/2021
233916,860817397,,FORT DEFIANCE INDIAN HOSPITAL BOARD DBA TSEHOOTSOOI MEDICAL CENTER,93,3/25/2021
233938,611028725,,"NORTON HEALTHCARE, INC. AND AFFILIATES",93,10/5/2022
235872,311662309,,ASCENSION HEALTH ALLIANCE D/B/A ASCENSION,93,9/20/2022
236686,010211513,,THE JACKSON LABORATORY,93,3/25/2021
237461,010274725,XA9EPK1VPLQ6,THE OPPORTUNITY ALLIANCE AND AFFILIATE,93,11/3/2022
237465,481202402,,UNIVERSITY OF KANSAS HOSPITAL AUTHORITY,93,10/10/2022
238304,841548541,,COMMUNITY DEVELOPMENT INSTITUTE - HEAD START,93,3/25/2021
238692,451294709,,NEW MEXICO HEALTH CONNECTIONS,93,3/25/2021
238711,453416923,,MAINE COMMUNITY HEALTH OPTIONS,93,3/25/2021
238746,451295465,,MONTANA HEALTH COOPERATIVE,93,3/25/2021
238799,386000134,,STATE OF MICHIGAN,93,3/25/2021
238808,222672834,,HARTFORD HEALTHCARE CORPORATION,93,6/14/2022
238890,346400806,,LUCAS COUNTY,93,3/25/2021
238898,453309488,,COMMON GROUND HEALTHCARE COOPERATIVE,93,3/25/2021
238923,351361243,,HENDRICKS REGIONAL HEALTH,93,6/1/2022
239022,346002718,,STARK COUNTY,93,3/25/2021
239979,610444707,,BAPTIST HEALTHCARE SYSTEM INC AND AFFILIATES,93,5/27/2022
240167,383382353,,SPECTRUM HEALTH SYSTEM & AFFILIATES,93,9/15/2022
240238,453675836,,BROWARD BEHAVIORAL HEALTH COALITION INC,93,3/25/2021
241068,455282243,QLL1T1MQ4VN7,SIERRA HEALTH FOUNDATION: CENTER FOR HEALTH PROGRAM MANAGEMENT,93,5/23/2023
241630,201615393,,"MONTEFIORE HEALTH SYSTEM, INC.",93,3/25/2021
241730,113403968,,CATHOLIC HEALTH SERVICES OF LONG ISLAND,93,10/10/2022
241733,830254253,,NORTHERN ARAPAHO TRIBE OF INDIANS,93,7/21/2023
242271,626010402,,JMC GEN HOSP DIST DBA WEST TENNESSEE HEALTHCARE AND RELATED AFFILIATES,93,5/25/2022
242487,150532087,,"CAYUGA HOME FOR CHILDREN, INC. D/B/A CAYUGA CENTERS",93,3/25/2021
242795,593626765,,EARLY LEARNING COALITION OF HILLSBOROUGH COUNTY,93,4/8/2022
242882,382397643,,MCLAREN HEALTH CARE CORPORATION AND SUBSIDIARIES,93,6/30/2022
243232,943480131,,LOUISIANA CHILDREN'S MEDICAL CENTER,93,10/5/2022
243303,581954432,,"NORTHSIDE HOSPITAL, INC.",93,6/22/2022
244245,453674900,,HIGHMARK HEALTH,93,3/25/2021
244411,463130985,,BAYLOR SCOTT & WHITE HOLDINGS AND ITS CONTROLLED AFFILIATES,93,5/19/2022
244616,452880726,,THE UNIVERSITY OF VERMONT HEALTH NETWORK INC,93,6/30/2022
244758,473255211,,SAN CARLOS APACHE HEALTHCARE CORPORATION,93,12/1/2022
244798,541190771,MREQZTLUYLY9,CARILION CLINIC,93,6/14/2023
244946,750800634,,CHILDCAREGROUP,93,3/25/2021
245299,830621846,,ALBERT EINSTEIN COLLEGE OF MEDICINE-EIN NOTED,93,3/25/2021
245542,382080820,G9UZX5M53LV6,"SER-METRO DETROIT JOBS FOR PROGRESS, INC.",93,3/7/2023
245647,742911834,MAMHT8BAPS95,"WORKFORCE SOLUTIONS BORDERPLEX, INC.",93,6/30/2023
245895,472158680,,MERCY HEALTH CORPORATION,93,9/20/2022
246110,521357729,,VALLEY HEALTH SYSTEM AND SUBSIDIARIES,93,10/3/2022
246131,481102008,,KANSAS ASSOCIATION OF CHILD CARE RESOURCE AND REFERRAL AGENCIES,93,7/14/2022
246145,061491191,,"TRINITY HEALTH OF NEW ENGLAND CORPORATION, INC.",93,10/13/2022
246340,742709309,,"ALAMO WORKFORCE DEVELOPMENT, INC. DBA WORKFORCE SOLUTIONS - ALAMO",93,3/25/2021
246449,811244422,,PROVIDENCE ST. JOSEPH HEALTH,93,10/3/2022
246678,352528741,,VANDERBILT UNIVERSITY MEDICAL CENTER,93,3/25/2021
246684,200072992,,"CENTERSTONE OF AMERICA, INC.",93,3/25/2021
246812,581521475,,BAPTIST MEMORIAL HEALTH CARE CORPORATION,93,6/30/2022
247064,300820570,,CHILDRENS COMMUNITY SERVICES INC.,93,3/25/2021
247480,251423657,,UPMC,93,3/25/2021
247662,272999718,,"AU HEALTH SYSTEM, INC.",93,10/5/2022
247699,813158267,,NEBRASKA MEDICINE,93,10/5/2022
247889,951644600,,CEDARS-SINAI HEALTH SYSTEM,93,3/25/2021
247948,472250732,,WELLFORCE INC,93,6/30/2022
248106,926001185,,STATE OF ALASKA,93,3/25/2021
248133,946000549,,COUNTY OF YUBA,93,3/25/2021
248139,611771290,,BALLAD HEALTH,93,12/1/2022
248192,271218956,,SANFORD,93,7/2/2022
248410,521020023,,EAST COAST MIGRANT HEAD START PROJECT,93,8/24/2022
248990,061488219,,GARNET HEALTH,93,10/10/2022
249009,856000570,,NEW MEXICO HUMAN SERVICES DEPARTMENT,93,3/25/2021
249302,466000364,,STATE OF SOUTH DAKOTA,93,3/25/2021
249310,956000928,,"COUNTY OF ORANGE, CALIFORNIA",93,3/25/2021
249331,610600439,,COMMONWEALTH OF KENTUCKY,93,3/25/2021
249463,454331075,,MAINE GUARANTEED ACCESS REINSURANCE ASSOCIATION,93,3/25/2021
249502,822595551,,PRISMA HEALTH AND SUBSIDIARIES,93,6/30/2022
249505,952810095,,ALTAMED HEALTH SERVICES CORPORATION,93,10/6/2022
250587,431853499,,"VISION FOR CHILDREN AT RISK, INC.",93,5/16/2022
250736,522087445,,"MEDSTAR HEALTH, INC.",93,5/10/2022
250744,592487136,VKMFGLCR5E65,"BAPTIST HEALTH SYSTEM, INC.",93,6/29/2023
250987,562141073,,"UNIVERSITY HEALTH SYSTEMS OF EASTERN CAROLINA, INC. DBA VIDANT HEALTH",93,3/23/2022
251133,311438846,E3MRTEM17PM8,TRIHEALTH,93,4/4/2023
251143,581649541,,"WELLSTAR HEALTH SYSTEM, INC. AND AFFILIATES",93,7/29/2022
251165,731501972,,SAINT FRANCIS HEALTH SYSTEM,93,10/6/2022
251180,363513954,,EDWARD-ELMHURST HEALTHCARE,93,9/28/2022
251188,382459948,,MIDMICHIGAN HEALTH,93,6/30/2022
251198,510190238,,WAKE FOREST BAPTIST,93,10/6/2022
251209,660433481,,SOCIOECONOMIC AND COMMUNITY DEVELOPMENT OFFICE,93,4/15/2022
251250,222482803,,CENTRASTATE HEALTHCARE SYSTEM INC.,93,10/10/2022
251285,340965350,VRKYFZKLPTC6,STEP FORWARD,93,11/1/2022
251672,742161737,RHL3SKDB2GV1,"UNIVERSITY PHYSICIANS, INC DBA UNIVERSITY OF COLORADO MEDICINE",93,1/11/2023
251776,185600056,,NEW MEXICO EARLY CHILDHOOD EDUCATION AND CARE DEPARTMENT,93,12/21/2021
251833,832671600,,BETH ISRAEL LAHEY HEALTH,93,6/30/2022
251882,510473500,,MCLEOD HEALTH,93,7/1/2022
252147,410729979,,NORTH MEMORIAL HEALTH CARE,93,9/27/2022
252375,550754713,,WEST VIRGINIA UNIVERSITY HEALTH SYSTEM AND CONTROLLED ENTITIES,93,10/3/2022
252550,930602940,DE4AJXJ7KPW5,"ST. CHARLES HEALTH SYSTEM, INC.",93,8/3/2023
252622,592170012,,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORPORATION,93,10/10/2022
252657,316059784,,OHIOHEALTH CORPORATION,93,9/26/2022
252662,311446699,,PREMIER HEALTH PARTNERS,93,9/20/2022
252795,581581102,,"UNIVERSITY HEALTH, INC.",93,10/10/2022
252823,540505989,,VIRGINIA HOSPITAL CENTER ARLINGTON HEALTH SYSTEM,93,10/6/2022
252831,822081292,,"CARE PLUS BERGEN, INC.",93,9/1/2022
253329,946174066,,STANFORD HEALTH CARE,93,6/2/2022
253632,750800661,,METHODIST HEALTH SYSTEM,93,6/29/2022
253672,630841123,C7K6WD3GFUP6,INFIRMARY HEALTH SYSTEM INC,93,12/31/2022
253695,581694090,,"NORTHEAST GEORGIA HEALTH SYSTEM, INC.",93,6/30/2022
253765,550675666,,"CABELL HUNTINGTON HOSPITAL, INC. AND SUBSIDIARIES",93,7/2/2022
253791,953619388,,"PIH HEALTH, INC.",93,7/2/2022
253824,361564290,,"HUMBOLDT PARK HEALTH, INC.",93,7/6/2022
253848,720400933,,WILLIS-KNIGHTON MEDICAL CENTER,93,7/6/2022
254078,392014409,,"FROEDTERT HEALTH, INC. AND AFFILIATES",93,8/2/2022
254228,221487307,,THE VALLEY HOSPITAL,93,8/18/2022
254251,350868133,,"THE METHODIST HOSPITALS, INC.",93,10/6/2022
254570,454552631,,UNIVERSITY OF COLORADO HEALTH,93,9/22/2022
254586,943270595,,HAWAII HEALTH SYSTEMS CORPORATION,93,9/22/2022
254836,831605004,L7U3M1K8PCH3,OCHSNER LSU HEALTH SYSTEM OF NORTH LOUISIANA,93,3/31/2023
254984,208065139,,"PRIME HEALTHCARE FOUNDATION, INC. AND SUBSIDIARIES",93,10/6/2022
254992,941461843,,JOHN MUIR HEALTH,93,10/3/2022
255007,362167060,,NORTHSHORE UNIVERSITY HEALTHSYSTEM-3 MONTH AUDIT,93,10/5/2022
255067,350892672,,"REID HOSPITAL & HEALTHCARE SERVICES, INC.",93,10/5/2022
255093,473769205,GLK7YEX4CN16,PENN STATE HEALTH,93,3/30/2023
255110,273850988,E127PEKAAV49,UC HEALTHCARE SYSTEM,93,2/2/2023
255171,843178470,,UNIVERSITY OF LOUISVILLE HEALTH,93,10/6/2022
255489,843647453,,"ATRIUM HEALTH, INC.",93,10/10/2022
255494,912135195,,"BON SECOURS CHARITY HEALTH SYSTEM, INC.",93,10/10/2022
255507,821883948,,"OU MEDICINE, INC.",93,10/10/2022
258327,834214573,,NUVANCE HEALTH AND SUBSIDIARIES,93,8/7/2023
258496,953435919,KM7XTKHC9D19,CITY OF HOPE ,93,7/6/2023
258601,222476636,,"STAMFORD HEALTH, INC.",93,8/1/2023
258692,581503902,CJTEQKKB6SF8,"PIEDMONT HEALTHCARE, INC.",93,8/15/2023
904661,946002388,,STANISLAUS COUNTY OFFICE OF EDUCATION,93,9/3/2022
136118,596000749,,"MONROE COUNTY, FLORIDA",95,4/14/2022
172017,746000762,UCXEL13TK6W5,"COUNTY OF EL PASO, TEXAS",95,6/13/2023
188902,716049083,,STATE OF ARKANSAS DISABILITY DETERMINATION FOR SOCIAL SECURITY,96,7/1/2022
88071,590714812,,LEE MEMORIAL HEALTH SYSTEM,97,11/3/2022
136074,596000512,,"BAY COUNTY, FLORIDA",97,3/25/2021
