Program Number,Program Title,Types of Assistance,Department/Ind. Agency,Sub-Tier,Related Federal Assistance,Last Date Modified,Date Published,Funded,POC Information
96.021,Social Security Economic Recovery Act Payments,D - Direct Payments with Unrestricted Use,SOCIAL SECURITY ADMINISTRATION,,,"Sep 8, 2017","Oct 8, 2009",False,"http://www.socialsecurity.gov/ 
see website for local SSA office., Baltimore  MD 21235
1-800-772-1213
"
81.022,Laboratory Equipment Donation Program,"I - Use of Property, Facilities, and Equipment","ENERGY, DEPARTMENT OF",,39.003,"Sep 8, 2017","Sep 6, 2017",False,"Sheila V. Johnson
1000 Independence Avenue, SW, Washington DC 20585
2025869743
"
64.036,Veterans Retraining Assistance Program (VRAP),C - Direct Payments for Specified Use,"VETERANS AFFAIRS, DEPARTMENT OF",VETERANS BENEFITS ADMINISTRATION,"64.125, 64.117, 64.117","Sep 8, 2017","Apr 15, 2012",False,"Department of Veterans Affairs
810 Vermont Ave., N.W., Washington DC 20420
202-461-9800
"
10.609,Trade Adjustment Assistance,D - Direct Payments with Unrestricted Use,"AGRICULTURE, DEPARTMENT OF",FOREIGN AGRICULTURAL SERVICE,,"Sep 7, 2017","Sep 23, 2016",False,"Peter W. Burr
1400 Independence Avenue, SW, Rm. 5531, Washington DC 20250
202-720-0638
"
97.101,National Fallen Firefighters Memorial,C - Direct Payments for Specified Use,"HOMELAND SECURITY, DEPARTMENT OF",FEDERAL EMERGENCY MANAGEMENT AGENCY,,"Sep 5, 2017","Feb 24, 2017",False,"Barry Thoma, Project Officer
16825 South Seton Avenue
, Emmitsburg MD 21727
(301) 447-1422 
"
16.012,"Alcohol, Tobacco, and Firearms_Training Assistance",,"JUSTICE, DEPARTMENT OF",ATF ACQUISITION AND PROPERTY MGMT DIV,"16.302, 16.004, 16.300, 21.004","Aug 30, 2017","Sep 14, 2011",False,"Chief, National Center for Explosives Training and Research, 99 New York Avenue, NE., Washington, DC 20226. Telephone: Commercial (202) 648-8401. , 

"
12.597,Task Force for Business & Stability Operations,Z - Salaries and Expenses,DEPT OF DEFENSE,Office of the Secretary of Defense,,"Aug 30, 2017","Aug 24, 2011",False,"Vanessa M. Grant
1801 South Bell ST , Crystal City VA 22202
7036022379
"
12.218,FVAP Policy Clearinghouse,Z - Salaries and Expenses,DEPT OF DEFENSE,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,,"Aug 30, 2017","Sep 21, 2014",False,"Andrew A. Rivera 
4800 Mark Center Drive, Alexandria VA 22305
571-372-0722
"
12.217,Electronic Absentee Systems for Elections,B - Project Grants,DEPT OF DEFENSE,IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE,,"Aug 30, 2017","Sep 21, 2014",False,"Bob J Lavelle
4040 N Fairfax Dr
, Arlington VA 22203-1613
703-696-8785
"
17.284,Hurricane Sandy Disaster Relief Appropriations Act Supplemental - National Emergency Grants (NEGs),B - Project Grants,"LABOR, DEPARTMENT OF",EMPLOYMENT AND TRAINING ADMINISTRATION,17.277,"Aug 29, 2017","Aug 14, 2016",False,"Robert Kight
200 Constitution Ave., NW, Room C-4526, Washington DC 20210
202-693-3937
"
12.553,The Language Flagship Fellowships,B - Project Grants (Fellowships),DEPT OF DEFENSE,,"12.551, 12.550, 12.555, 12.552","Aug 29, 2017","Jul 10, 2015",False,"Ms. Kaveri Advani,
PO Box 20010, Arlington VA 22219
(703) 696-5670
"
10.080,Milk Income Loss Contract Program,D - Direct Payments with Unrestricted Use,"AGRICULTURE, DEPARTMENT OF",FARM SERVICE AGENCY,,"Aug 28, 2017","Sep 15, 2016",False,"Danielle Cooke
Stop 0512, 1400 Independence Ave SW, Washington DC 20250-0512
202-720-1919
"
97.126,National Special Security Event,B - Project Grants,"HOMELAND SECURITY, DEPARTMENT OF",FEDERAL EMERGENCY MANAGEMENT AGENCY,,"Aug 28, 2017","Feb 24, 2017",False,"Grant Programs Directorate, FEMA
400 C Street SW, Washington DC 20472-3615
1-800-368-6498 
"
97.114,Emergency Food and Shelter National Board Program (ARRA),B - Project Grants,"HOMELAND SECURITY, DEPARTMENT OF",FEDERAL EMERGENCY MANAGEMENT AGENCY,"10.568, 14.231, 14.231","Aug 28, 2017","Feb 24, 2017",False,"Federal Emergency Management Agency (FEMA),
500 C Street, SW, Room 619, Washington DC 20472
(800) 621-FEMA (3363)
"
93.716,ARRA  Temporary Assistance for Needy Families (TANF) Supplemental Grants,A - Formula Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",ADMINISTRATION FOR CHILDREN AND FAMILIES,"93.667, 93.558, 93.594, 93.595","Aug 28, 2017","Aug 24, 2016",False,"Susan Golonka
Office of the Director, Office of Family Assistance, Administration for Children and Families, Department of Health and Human Services, 330 C Street SW, Washington DC 20201
202-401-4731
"
33.001,Shipping_Dispute Resolution and Investigation of Complaints,Z - Salaries and Expenses,FEDERAL MARITIME COMMISSION,,36.001,"Aug 28, 2017","Aug 27, 2016",False,"Rebecca A. Fenneman
800 North Capitol Street, N.W., Washington DC 20573
202-523-5807
"
15.425,Offshore Research Technology Center (OTRC) Texas Engineering Experiment Station (TEES),B - Cooperative Agreements,"INTERIOR, DEPARTMENT OF THE",BUREAU OF OCEAN ENERGY MANAGEMENT,,"Aug 28, 2017","Sep 30, 2010",False,"MMS 381 Elden Street, MS-4021, Herndon, VA., 20170. , 

"
16.811,Recovery Act - Correctional Facilities On Tribal Lands,B - Project Grants,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Bureau of Justice Assistance,
Policy Office, 810 Seventh Street NW, Washington DC 20531
202-616-6500 or 1-866-859-2647.
"
16.810,Recovery Act  Assistance to Rural Law Enforcement to Combat Crime and Drugs Competitive Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Bureau of Justice Assistance,
Policy Office, 810 Seventh Street NW, Washington DC 20531
202-616-6500 or 1-866-859-2647.
"
16.809,Recovery Act - State and Local Law Enforcement Assistance Program: Combating Criminal Narcotics Activity Stemming from the Southern Border of the United States Competitive Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Bureau of Justice Assistance,
Policy Office, 810 Seventh Street NW, Washington DC 20531
202-616-6500 or 1-866- 859-2647.
"
16.808,Recovery Act - Edward Byrne Memorial Competitive Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Bureau of Justice Assistance,
Department of Justice, 810 Seventh Street, N.W., Washington DC 20531
202-616-6500 or 1-866-859-2647.
"
16.807,Recovery Act - VOCA Crime Victim Assistance Discretionary Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",Office for Victims of Crime,,"Aug 25, 2017","Aug 22, 2015",False,"Richard Greenough,
Office for Victims of Crime, Office of Justice Programs, Department of Justice, 810 Seventh Street, NW, Washington DC 20531
(202) 616-8715.
"
16.804,Recovery Act - Edward Byrne Memorial Justice Assistance Grant (JAG) Program / Grants To Units Of Local Government,A - Formula Grants,"JUSTICE, DEPARTMENT OF",,16.738,"Aug 25, 2017","Aug 22, 2015",False,"Darius LoCicero,
Office of Justice Programs, Bureau of Justice Assistance, 4th Floor, Programs Office, 810 Seventh Street N.W., Washington DC 20531
202-616-6500 or 1-866-859-2687. 
"
16.803,Recovery Act - Edward Byrne  Memorial Justice Assistance Grant (JAG) Program/ Grants  to States and Territories,B - Project Grants,"JUSTICE, DEPARTMENT OF",,16.738,"Aug 25, 2017","Aug 22, 2015",False,"Eileen Garry,  
Office of Justice Programs, Bureau of Justice Assistance, 4th Floor, State Policy Office, 810 Seventh Street NW, Washington DC 20531
202-616-6500 or 1-866-859-2687. 
"
16.802,Recovery Act - State Victim Compensation Formula Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Toni L. Thomas,
State Compensation and Assistance Division, Office for Victims of Crime, Department of Justice, Washington DC 20531
(202) 307-5983.
"
16.801,Recovery Act - State Victim Assistance Formula Grant Program,B - Project Grants,"JUSTICE, DEPARTMENT OF",Office for Victims of Crime,,"Aug 25, 2017","Aug 22, 2015",False,"Toni L. Thomas,
Associate Director, Domestic and International Victim Assistance Services, Office for Victims of Crime, Office of Justice Programs, Department of Justice, 810 Seventh Street, NW., Washington DC 20531
(202) 307-5983.
"
16.800,Recovery Act - Internet Crimes against Children Task Force Program (ICAC),B - Cooperative Agreements,"JUSTICE, DEPARTMENT OF",,,"Aug 25, 2017","Aug 22, 2015",False,"Ron C. Laney,
Child Protection Division
Office of Juvenile Justice and Delinquency Prevention
810 7th Street NW, Washington DC 20531
(202) 616-3637
"
59.063,Disaster Assistance Loans (Disaster Relief Appropriations Act),E - Direct Loans,SMALL BUSINESS ADMINISTRATION,,"59.008, 59.008","Aug 17, 2017","Aug 13, 2016",False,"Alan Escobar
409 3rd. Street, SW
6th Floor, Washington DC 20416
202-205-6098
"
17.506,"Disaster Relief Appropriations Act,  Susan Harwood Training Grants",M - Training,"LABOR, DEPARTMENT OF",OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,"17.504, 17.503, 17.502","Aug 17, 2017","Aug 15, 2015",False,"Kimberly Mason
200 Constitution Avenue, NW, N-3419, Washington DC 20210
(847) 297-4810
"
17.505,OSHA Data Initiative,B - Cooperative Agreements,"LABOR, DEPARTMENT OF",OCCUPATIONAL SAFETY AND HEALTH ADMINISTRATION,"17.504, 17.503, 17.600, 17.602, 93.262, 17.601, 17.502","Aug 17, 2017","Aug 15, 2015",False,"Elizabeth Norris
200 Constitution Avenue, NW, Washington DC 20210
202-693-2422
"
11.430,Undersea Research,B - Project Grants,"COMMERCE, DEPARTMENT OF",NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION,"11.407, 11.419, 11.417, 47.050","Aug 17, 2017","Dec 24, 2016",False,"Director of Undersea Research
Director, Office of Undersea Research, National Oceanic and Atmospheric Administration, 1315 East-West Highway, Silver Spring MD 20910
(301) 713-2427
"
93.723,"ARRA - Prevention and Wellness-State, Territories and Pacific Islands",B - Cooperative Agreements (Discretionary Grants),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 16, 2017","Aug 20, 2016",False,"Kevin Collins,
1600 Clifton Road, NE., Mailstop K45, Atlanta GA 30333
(770) 488-1218
"
93.703,ARRA  Grants to Health Center Programs,B - Project Grants,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,93.224,"Aug 16, 2017","Aug 6, 2016",False,"Bureau of Primary Health Care
5600 Fishers Lane, Room 16N16,  Rockville MD 20857
(301) 594-4300
"
93.549,Affordable Care Act (ACA) The Primary Care Services Resource Coordination and Development Program,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",HEALTH RESOURCES AND SERVICES ADMINISTRATION,"93.130, 93.129","Aug 16, 2017","Aug 26, 2016",False,"Shortage Designation Branch, Division of Policy and Shortage Designation, Bureau of Health Workforce (BHW) 
Health Resources and Services Administration (HRSA), Department of Health and Human Services, 5600 Fishers Lane, Room 11SWH03, Rockville MD 20852
301-594-5168
"
11.558,State Broadband Data and Development Grant Program,B - Project Grants,"COMMERCE, DEPARTMENT OF",NATIONAL TELECOMMUNICATIONS AND INFORMATION ADMINISTRATION,,"Aug 16, 2017","Dec 11, 2016",False,"Douglas Kinkoph
U.S. Department of Commerce
NTIA, BroadbandUSA
1401 Constitution Avenue NW, Room 4887, Washington DC DC 20230
 (202) 482-4186
"
93.985,Assistance for Oral Disease Prevention and Control,Z - Salaries and Expenses,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 20, 2016",False,"Linton Charles Browning
2460 Brandywine Road, Mail Stop K-98, , Atlanta GA 30341
770-488-2756
"
93.754,Promotion and Support of Optimal Breastfeeding Practices throughout the United States financed solely by Prevention and Public Health Funding (PPHF),B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,"93.548, 93.741","Aug 11, 2017","Aug 19, 2016",False,"Linda Barnes
4770Buford Hwy, NE, NCCDPHP, Atlanta GA 30341
404-867-9697
"
93.741,Breastfeeding Promotion and Support  Improving Maternity Care Practices project financed solely by Public Prevention and Health Funds,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 27, 2016",False,"Linda Barnes
4770Buford Hwy, NE, NCCDPHP, Atlanta GA 30341
404-867-9697
"
93.737,PPHF: Community Transformation Grants -Small Communities Program financed solely by Public Prevention and Health Funds,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 27, 2016",False,"Rebecca Bunnell
4770 Buford Hwy, NE, MS K40, NCCDPHP, Atlanta GA 30333
770-488-2524
"
93.724,ARRA - Prevention and Wellness  Communities Putting Prevention to Work Funding Opportunities Announcement (FOA),B - Cooperative Agreements (Discretionary Grants),"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 27, 2016",False,"Mike Waller,
1600 Clifton Rd, Atlanta GA 30333
(770) 488-5264.
"
93.544,The Patient Protection and Affordable Care Act of 2010 (Affordable Care Act) authorizes Coordinated Chronic Disease prevention and Health Promotion Program,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,,"Aug 11, 2017","Aug 27, 2016",False,"John R. Lehnherr,
4770 Buford Highway, NE., Mailstop K40  , Atlanta GA 30333
(770) 488-5402
"
93.541,The Patient Protection and Affordable Care Act of 2010 (ACA),B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 27, 2016",False,"Sandra L Coulberson
4770 Buford Highway, NE, Mailstop K30
, Atlanta GA 30341
770-488-5332
"
93.520,Centers for Disease Control and Prevention Affordable Care Act (ACA)  Communities Putting Prevention to Work,B - Cooperative Agreements,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",CENTERS FOR DISEASE CONTROL AND PREVENTION,93.283,"Aug 11, 2017","Aug 20, 2016",False,"Mike Waller,
4770 Buford Hwy, NE, Mailstop K45, Atlanta GA 30341
(770) 488-5264.
"
59.068,ScaleUp America,C - Direct Payments for Specified Use,SMALL BUSINESS ADMINISTRATION,,,"Aug 11, 2017","Jul 17, 2016",False,"Matthew Stevens
409 3rd Street, SW
6th Floor, Washington DC 20416
202-205-7699
"
10.695,Eastern Nevada Landscape Restoration Project (ENLRP),B - Project Grants,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"Aug 11, 2017","Sep 18, 2016",False,"Jose Noriega
825 Avenue East, Ely NV 89301
775-289-5100
"
10.692,Disaster Relief Appropriations Act for Emergency Forest Restoration Program (EFRP),B - Project Grants,"AGRICULTURE, DEPARTMENT OF",FOREST SERVICE,,"Aug 11, 2017","Sep 16, 2016",False,"Matthew Tansey
1400 Independence Ave, Washington DC 20250
202-401-4489
"
97.031,Cora Brown Fund,C - Direct Payments for Specified Use,"HOMELAND SECURITY, DEPARTMENT OF",FEDERAL EMERGENCY MANAGEMENT AGENCY,,"Aug 1, 2017","Feb 24, 2017",False,"Department of Homeland Security, Emergency Preparedness and Response, Federal Emergency Management Agency (FEMA)
500 C Street SW, Sixth Floor, Washington DC 20472-3100
(202) 212-1000
"
84.350,Transition to Teaching,B - Project Grants,"EDUCATION, DEPARTMENT OF","EDUCATION, DEPARTMENT OF",,"Aug 1, 2017","Aug 26, 2016",False,"Tyra Stewart
Department of Education, Office of Innovation and Improvement, Teacher Quality Programs 400 Maryland Ave., S.W., Washington DC 20202
(202) 260-1847
"
66.439,Targeted Watersheds Grants,B - Cooperative Agreements,ENVIRONMENTAL PROTECTION AGENCY,,"66.419, 66.454","Aug 1, 2017","Sep 16, 2016",False,"Felicia Palmer-Greene
Felicia Palmer-Greene, Office of Wetlands, Oceans, and Watersheds, U.S. EPA, MC 4501T, 1200 Pennsylvania Avenue NW., Washington DC, 20460. Telephone: (202) 564-5382. FAX: (202) 566-1326. E-mail: Palmer Greene.Felicia@epa.gov.  , Washington DC 20460
202-564-5382
"
43.006,"Science, Recovery Act",Z - Salaries and Expenses,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,"Aug 1, 2017","Sep 30, 2016",False,"Barbara Orlando
300 E Street, SW, Mail Stop: LH010, Washington DC 20546
(202) 358-3911
"
43.005,"Exploration, Recovery Act",Z - Salaries and Expenses,NATIONAL AERONAUTICS AND SPACE ADMINISTRATION,,,"Aug 1, 2017","Sep 30, 2016",False,"Barbara Orlando
300 E Street, SW, Mail Stop: LH010, Washington DC 20546
(202) 358-3911
"
20.239,Motor Carrier Research and Technology Programs,B - Project Grants,"TRANSPORTATION, DEPARTMENT OF",FEDERAL MOTOR CARRIER SAFETY ADMINISTRATION,,"Jul 25, 2017","Jul 29, 2016",False,"FMCSA Grants Management Office
1200 New Jersey Ave., SE, Washington DC 20590
(202) 366-0621
"
10.327,Common Bean Productivity Research for Global Food Security Competitive Program,B - Project Grants,"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,,"Jul 11, 2017","Aug 31, 2016",False,"USDA, NIFA, National Program Leader,
Institute of Food Production and Sustainability, Division of Animal Systems, 1400 Independence Avenue, SW., STOP 2240, Washington DC 20250-2240
(202) 401-6134
"
10.314,New ERA Rural Technology Competitive Grants Program,B - Project Grants (Cooperative Agreements),"AGRICULTURE, DEPARTMENT OF",NATIONAL INSTITUTE OF FOOD AND AGRICULTURE,10.217,"Jul 11, 2017","Aug 28, 2016",False,"USDA, NIFA, National Program Leader, 
Institute of Youth, Family, and Community, Division of Community and Education, 1400 Independence Avenue, SW., STOP 2250, Washington DC 20250-2250
202-720-2324
"
15.260,Joint Abandoned Mine Land Reclamation Economic Development Pilot,B - Project Grants,"INTERIOR, DEPARTMENT OF THE","OFFICE OF SURFACE MINING, RECLAMATION AND ENFORCEMENT","15.254, 15.252, 15.253, 15.255, 15.250","Jul 3, 2017","Feb 29, 2016",False,"Chief
Office of Surface Mining, Division of Reclamation Support, Department of the Interior, 1951 Constitution Avenue, NW., Washington, DC 20240. Contact: . Telephone:.  Telefax:  .  , Washington DC 20240
(202) 208-2868
"
