ID,FEDERALPROGRAMNAME,CFDAPREFIX,CFDAEXT
1928,AFFORDABLE CARE ACT (ACA) GRANTS TO STATES FOR HEALTH INSURANCE PREMIUM REVIEW,93,511
1929,AFFORDABLE CARE ACT (ACA) PERSONAL AND HOME CARE AIDE STATE TRAINING PROGRAM (PHCAST),93,512
1930,AFFORDABLE CARE ACT (ACA) ADVANCED NURSING EDUCATION EXPANSION INITIATIVE,93,513
1931,AFFORDABLE CARE ACT (ACA) EXPANSION OF PHYSICIAN ASSISTANT TRAINING PROGRAM,93,514
1932,AFFORDABLE CARE ACT (ACA) NURSE-MANAGED HEALTH CLINICS,93,515
1933,AFFORDABLE CARE ACT (ACA) PUBLIC HEALTH TRAINING CENTERS PROGRAM,93,516
1934,AFFORDABLE CARE ACT Ð AGING AND DISABILITY RESOURCE CENTER,93,517
1935,AFFORDABLE CARE ACT - MEDICARE IMPROVEMENTS FOR PATIENTS AND PROVIDERS,93,518
1936,AFFORDABLE CARE ACT (ACA) Ð CONSUMER ASSISTANCE PROGRAM GRANTS,93,519
1937,CENTERS FOR DISEASE CONTROL AND PREVENTION ÐAFFORDABLE CARE ACT (ACA) Ð COMMUNITIES PUTTING PREVENTION TO WORK,93,520
1938,"THE AFFORDABLE CARE ACT: BUILDING EPIDEMIOLOGY, LABORATORY, AND HEALTH INFORMATION SYSTEMS CAPACITY IN THE EPIDEMIOLOGY AND LABORATORY CAPACITY FOR INFECTIOUS DISEASE (ELC) AND EMERGING INFECTIONS PROGRAM (EIP) COOPERATIVE AGREEMENTS;PPHF",93,521
1939,THE AFFORDABLE CARE ACT: HUMAN IMMUNODEFICIENCY VIRUS (HIV) PREVENTION AND PUBLIC HEALTH FUND ACTIVITIES,93,523
1940,"BUILDING CAPACITY OF THE PUBLIC HEALTH SYSTEM TO IMPROVE POPULATION HEALTH THROUGH NATIONAL, NON-PROFIT ORGANIZATIONS- FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF)",93,524
1941,STATE PLANNING AND ESTABLISHMENT GRANTS FOR THE AFFORDABLE CARE ACT (ACA)ÕS EXCHANGES,93,525
1942,AFFORDABLE CARE ACT (ACA) GRANTS FOR CAPITAL DEVELOPMENT IN HEALTH CENTERS,93,526
1943,AFFORDABLE CARE ACT (ACA) GRANTS FOR NEW AND EXPANDED SERVICES UNDER THE HEALTH CENTER PROGRAM,93,527
1944,NATIONAL FORUM FOR STATE AND TERRITORIAL CHIEF EXECUTIVES,93,528
1945,PRE-EXISTING CONDITION INSURANCE PROGRAM (PCIP),93,529
1946,AFFORDABLE CARE ACT - TEACHING HEALTH CENTER GRADUATE MEDICAL EDUCATION PAYMENTS PROGRAM,93,530
1947,PPHF - COMMUNITY TRANSFROMATION GRANTS AND NATIONAL DISSEMINATION AND SUPPORT FOR COMMUNITY TRANSFORMATION GRANTS - FINANCED SOLELY BY PREVENTINON AND PUBLIC HEALTH FUNDS,93,531
1948,PREVENTION AND PUBLIC HEALTH FUND  (AFFORDABLE CARE ACT): ENHANCED SURVEILLANCE FOR NEW VACCINE PREVENTABLE DISEASE,93,533
1949,AFFORDABLE CARE ACT PROGRAM FOR EARLY DETECTION OF CERTAIN MEDICAL CONDITIONS RELATED TO ENVIRONMENTAL HEALTH HAZARDS,93,534
1950,AFFORDABLE CARE ACT (ACA) CHILDHOOD OBESITY RESEARCH DEMONSTRATION,93,535
1951,THE AFFORDABLE CARE ACT MEDICAID INCENTIVES FOR PREVENTION OF CHRONIC DISEASE DEMONSTRATION PROJECT,93,536
1952,AFFORDABLE CARE ACT MEDICAID EMERGENCY PSYCHIATRIC DEMONSTRATION,93,537
1953,AFFORDABLE CARE ACT - NATIONAL ENVIRONMENTAL PUBLIC HEALTH TRACKING PROGRAM-NETWORK IMPLEMENTATION,93,538
1954,PPHF CAPACITY BUILDING ASSISTANCE TO STRENGTHEN PUBLIC HEALTH IMMUNIZATION INFRASTRUCTURE AND PERFORMANCE FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS,93,539
1955,AFFORDABLE CARE ACT STREAMLINED SURVEILLANCE FOR VENTILATOR-ASSOCIATED PNEUMONIA: REDUCING BURDEN AND DEMONSTRATING PREVENTABILITY; AND PREVENTION AND PUBLIC HEALTH FUND,93,540
1956,THE PATIENT PROTECTION AND AFFORDABLE CARE ACT OF 2010 (ACA),93,541
1957,HEALTH PROMOTION AND DISEASE PREVENTION RESEARCH CENTERS: PPHF - AFFORDABLE CARE ACT PROJECTS,93,542
1958,THE PATIENT PROTECTION AND AFFORDABLE CARE ACT OF 2010 (AFFORDABLE CARE ACT) AUTHORIZES COORDINATED CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION PROGRAM,93,544
1959,CONSUMER OPERATED AND ORIENTED PLAN [CO-OP] PROGRAM,93,545
1960,EARLY RETIREE REINSURANCE PROGRAM,93,546
1961,AFFORDABLE CARE ACT Ð NATIONAL HEALTH SERVICE CORPS,93,547
1962,"PPHF: STATE NUTRITION, PHYSICAL ACTIVITY, AND OBESITY PROGRAMS - FINANCED IN PART BY PPHF",93,548
1963,AFFORDABLE CARE ACT (ACA) THE PRIMARY CARE SERVICES RESOURCE COORDINATION AND DEVELOPMENT PROGRAM,93,549
1964,TRANSITIONAL LIVING FOR HOMELESS YOUTH,93,550
1965,ABANDONED INFANTS,93,551
1966,PROMOTING SAFE AND STABLE FAMILIES,93,556
1967,"EDUCATION AND PREVENTION GRANTS TO REDUCE SEXUAL ABUSE OF RUNAWAY, HOMELESS AND STREET YOUTH",93,557
1968,TEMPORARY ASSISTANCE FOR NEEDY FAMILIES,93,558
1969,FAMILY SUPPORT PAYMENTS TO STATES_ASSISTANCE PAYMENTS,93,560
1970,CHILD SUPPORT ENFORCEMENT,93,563
1971,CHILD SUPPORT ENFORCEMENT RESEARCH,93,564
1972,REFUGEE AND ENTRANT ASSISTANCE_STATE ADMINISTERED PROGRAMS,93,566
1973,REFUGEE AND ENTRANT ASSISTANCE_VOLUNTARY AGENCY PROGRAMS,93,567
1974,LOW-INCOME HOME ENERGY ASSISTANCE,93,568
1975,COMMUNITY SERVICES BLOCK GRANT,93,569
1976,COMMUNITY SERVICES BLOCK GRANT_DISCRETIONARY AWARDS,93,570
1977,CHILD CARE AND DEVELOPMENT BLOCK GRANT,93,575
1978,REFUGEE AND ENTRANT ASSISTANCE_DISCRETIONARY GRANTS,93,576
1979,U.S. REPATRIATION,93,579
1980,IMPROVING THE CAPABILITY OF INDIAN TRIBAL GOVERNMENTS TO REGULATE ENVIRONMENTAL QUALITY,93,581
1981,REFUGEE AND ENTRANT ASSISTANCE_WILSON/FISH PROGRAM,93,583
1982,REFUGEE AND ENTRANT ASSISTANCE_TARGETED ASSISTANCE GRANTS,93,584
1983,STATE COURT IMPROVEMENT PROGRAM,93,586
1984,PROMOTE THE SURVIVAL AND CONTINUING VITALITY OF NATIVE AMERICAN LANGUAGES,93,587
1985,COMMUNITY-BASED CHILD ABUSE PREVENTION GRANTS,93,590
1986,FAMILY VIOLENCE PREVENTION AND SERVICES/STATE DOMESTIC VIOLENCE COALITIONS,93,591
1987,FAMILY VIOLENCE PREVENTION AND SERVICES/DISCRETIONARY,93,592
1988,JOB OPPORTUNITIES FOR LOW-INCOME INDIVIDUALS,93,593
1989,TRIBAL WORK GRANTS,93,594
1990,"WELFARE REFORM RESEARCH, EVALUATIONS AND NATIONAL STUDIES",93,595
1991,CHILD CARE MANDATORY AND MATCHING FUNDS OF THE CHILD CARE AND DEVELOPMENT FUND,93,596
1992,GRANTS TO STATES FOR ACCESS AND VISITATION PROGRAMS,93,597
1993,SERVICES TO VICTIMS OF A SEVERE FORM OF TRAFFICKING,93,598
1994,CHAFEE EDUCATION AND TRAINING VOUCHERS PROGRAM (ETV),93,599
1995,HEAD START,93,600
1996,CHILD SUPPORT ENFORCEMENT DEMONSTRATIONS AND SPECIAL PROJECTS,93,601
1997,ASSETS FOR INDEPENDENCE DEMONSTRATION PROGRAM,93,602
1998,ADOPTION INCENTIVE PAYMENTS,93,603
1999,ASSISTANCE FOR TORTURE VICTIMS,93,604
2000,FAMILY CONNECTION GRANTS,93,605
2001,AFFORDABLE CARE ACT - PREPAREDNESS AND EMERGENCY RESPONSE LEARNING CENTERS,93,606
2002,THE AFFORDABLE CARE ACT Ð MEDICAID ADULT QUALITY GRANTS,93,609
2003,HEALTH CARE INNOVATION AWARDS (HCIA),93,610
2004,STRONG START FOR MOTHERS AND NEWBORNS,93,611
2005,NATIVE AMERICAN PROGRAMS,93,612
2006,PRESIDENT'S COMMITTEE FOR PEOPLE WITH INTELLECTUAL DISABILITIES (PCPID),93,613
2007,"AFFORDABLE CARE ACT (ACA) MATERNAL, INFANT, AND EARLY CHILDHOOD HOME VISITING RESEARCH PROGRAMS",93,615
2008,MENTORING CHILDREN OF PRISONERS,93,616
2009,VOTING ACCESS FOR INDIVIDUALS WITH DISABILITIES_GRANTS TO STATES,93,617
2010,VOTING ACCESS FOR INDIVIDUALS WITH DISABILITIES-GRANTS FOR PROTECTION AND ADVOCACY SYSTEMS,93,618
2011,AFFORDABLE CARE ACT INITIATIVE TO REDUCE AVOIDABLE HOSPITALIZATIONS AMONG NURSING FACILITY RESIDENTS,93,621
2012,AFFORDABLE CARE ACT:  COORDINATING CENTER FOR INTERPROFESSIONAL EDUCATION AND COLLABORATIVE PRACTICE,93,622
2013,BASIC CENTER GRANT,93,623
2014,ACA - STATE INNOVATION MODELS:  FUNDING FOR MODEL DESIGN AND MODEL TESTING ASSISTANCE,93,624
2015,AFFORDABLE CARE ACT STATE HEALTH INSURANCE ASSISTANCE PROGRAM (SHIP) AND AGING AND DISABILITY RESOURCE CENTER (ADRC) OPTIONS COUNSELING FOR MEDICARE-MEDICAID INDIVIDUALS IN STATES WITH APPROVED FINANCIAL ALIGNMENT MODELS,93,626
2016,AFFORDABLE CARE ACT: TESTING EXPERIENCE AND FUNCTIONAL ASSESSMENT TOOLS,93,627
2017,AFFORDABLE CARE ACT IMPLEMENTATION SUPPORT FOR STATE DEMONSTRATIONS TO INTEGRATE CARE FOR MEDICARE-MEDICAID ENROLLEES,93,628
2018,DEVELOPMENTAL DISABILITIES BASIC SUPPORT AND ADVOCACY GRANTS,93,630
2019,DEVELOPMENTAL DISABILITIES PROJECTS OF NATIONAL SIGNIFICANCE,93,631
2020,"UNIVERSITY CENTERS FOR EXCELLENCE IN DEVELOPMENTAL DISABILITIES EDUCATION, RESEARCH, AND SERVICE",93,632
2021,"SUPPORT FOR OMBUDSMAN AND BENEFICIARY COUNSELING PROGRAMS FOR STATES PARTICIPATING IN FINANCIAL
                                  ALIGNMENT MODEL DEMONSTRATIONS FOR DUALLY ELIGIBLE INDIVIDUALS",93,634
2022,ACA - REINVESTMENT OF CIVIL MONEY PENALTIES TO BENEFIT NURSING HOME RESIDENTS,93,636
2023,ACA-TRANSFORMING CLINICAL PRACTICE INITIATIVE: PRACTICE TRANSFORMATION NETWORKS (PTNS),93,638
2024,ACA-TRANSFORMING CLINICAL PRACTICE INITIATIVE: SUPPORT AND ALIGNMENT NETWORKS (SANS),93,639
2025,BASIC HEALTH PROGRAM (AFFORDABLE CARE ACT),93,640
2026,CHILDREN'S JUSTICE GRANTS TO STATES,93,643
2027,ADULT MEDICAID QUALITY: IMPROVING MATERNAL AND INFANT HEALTH OUTCOMES IN MEDICAID AND CHIP,93,644
2028,STEPHANIE TUBBS JONES CHILD WELFARE SERVICES PROGRAM,93,645
2029,ACA Ð TESTING A MODEL OF DATA AGGREGATION UNDER THE COMPREHENSIVE PRIMARY CARE INITIATIVE,93,646
2030,SOCIAL SERVICES RESEARCH AND DEMONSTRATION,93,647
2031,CHILD WELFARE RESEARCH TRAINING OR DEMONSTRATION,93,648
2032,ADOPTION OPPORTUNITIES,93,652
2033,FOSTER CARE_TITLE IV-E,93,658
2034,ADOPTION ASSISTANCE,93,659
2035,SOCIAL SERVICES BLOCK GRANT,93,667
2036,CHILD ABUSE AND NEGLECT STATE GRANTS,93,669
2037,CHILD ABUSE AND NEGLECT DISCRETIONARY ACTIVITIES,93,670
2038,FAMILY VIOLENCE PREVENTION AND SERVICES/DOMESTIC VIOLENCE SHELTER AND SUPPORTIVE SERVICES,93,671
2039,JOHN H. CHAFEE FOSTER CARE PROGRAM FOR SUCCESSFUL TRANSITION TO ADULTHOOD,93,674
2040,UNACCOMPANIED ALIEN CHILDREN PROGRAM,93,676
2041,TRANS-NIH RECOVERY ACT RESEARCH SUPPORT,93,701
2042,"NATIONAL CENTER FOR RESEARCH RESOURCES, RECOVERY ACT CONSTRUCTION SUPPORT",93,702
2043,ARRA Ð GRANTS TO HEALTH CENTER PROGRAMS,93,703
2044,TRANS-NIH RECOVERY ACT LOAN REPAYMENT SUPPORT,93,704
2045,AGING NUTRITION SERVICES FOR NATIVE AMERICANS,93,706
2046,ARRA - HEAD START,93,708
2047,ARRA - EARLY HEAD START,93,709
2048,ARRA - COMMUNITY SERVICES BLOCK GRANT,93,710
2049,ARRA Ð  STRENGTHENING COMMUNITIES FUND,93,711
2050,ARRA Ð CHILD CARE AND DEVELOPMENT BLOCK GRANT,93,713
2051,ARRA Ð EMERGENCY CONTINGENCY FUND FOR TEMPORARY ASSISTANCE FOR NEEDY FAMILIES (TANF) STATE PROGRAM,93,714
2052,RECOVERY ACT Ð COMPARATIVE EFFECTIVENESS RESEARCH - AHRQ,93,715
2053,ARRA Ð TEMPORARY ASSISTANCE FOR NEEDY FAMILIES (TANF) SUPPLEMENTAL GRANTS,93,716
2054,HEALTH INFORMATION TECHNOLOGY REGIONAL EXTENSION CENTERS PROGRAM,93,718
2055,ARRA - STATE GRANTS TO PROMOTE HEALTH INFORMATION TECHNOLOGY,93,719
2056,ARRA - HEALTH INFORMATION TECHNOLOGY PROFESSIONALS IN HEALTH CARE,93,721
2057,"ARRA - PREVENTION AND WELLNESS-STATE, TERRITORIES AND PACIFIC ISLANDS",93,723
2058,ARRA - PREVENTION AND WELLNESS Ð COMMUNITIES PUTTING PREVENTION TO WORK FUNDING OPPORTUNITIES ANNOUNCEMENT (FOA),93,724
2059,ARRA - COMMUNITIES PUTTING PREVENTION TO WORK: CHRONIC DISEASE SELF-MANAGEMENT PROGRAM,93,725
2060,ARRA - HEALTH INFORMATION TECHNOLOGY - BEACON COMMUNITIES,93,727
2061,ARRA - STRATEGIC HEALTH IT ADVANCED RESEARCH PROJECTS (SHARP),93,728
2062,ARRA PREVENTION RESEARCH CENTERS COMPARATIVE EFFECTIVENESS RESEARCH PROGRAM,93,730
2063,MENTAL AND BEHAVIORAL HEALTH EDUCATION AND TRAINING GRANTS,93,732
2064,CAPACITY BUILDING ASSISTANCE TO STRENGTHEN PUBLIC HEALTH IMMUNIZATION INFRASTRUCTURE AND PERFORMANCE Ð FINANCED IN PART BY THE PREVENTION AND PUBLIC HEALTH FUND (PPHF),93,733
2065,EMPOWERING OLDER ADULTS AND ADULTS WITH DISABILITIES THROUGH CHRONIC DISEASE SELF-MANAGEMENT EDUCATION PROGRAMS Ð FINANCED BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,734
2066,STATE PUBLIC HEALTH APPROACHES FOR ENSURING QUITLINE CAPACITY Ð FUNDED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,735
2067,PREVENTION PUBLIC HEALTH FUND: VIRAL HEPATITIS PREVENTION,93,736
2068,PPHF: COMMUNITY TRANSFORMATION GRANTS -SMALL COMMUNITIES PROGRAM FINANCED SOLELY BY PUBLIC PREVENTION AND HEALTH FUNDS,93,737
2069,PPHF: RACIAL AND ETHNIC APPROACHES TO COMMUNITY HEALTH PROGRAM FINANCED SOLELY BY PUBLIC PREVENTION AND HEALTH FUNDS,93,738
2070,PPHF: CHRONIC DISEASE INOVATION GRANTS - FINANCED SOLEY BY PUBLIC PREVENTION HEALTH FUNDS,93,739
2071,PREVENTION PUBLIC HEALTH FUND: VIRAL HEPATITIS EDUCATION,93,740
2072,BREASTFEEDING PROMOTION AND SUPPORT Ð IMPROVING MATERNITY CARE PRACTICES PROJECT FINANCED SOLELY BY PUBLIC PREVENTION AND HEALTH FUNDS,93,741
2073,PPHF: EARLY CHILDCARE AND EDUCATION OBESITY PREVENTION PROGRAM - OBESITY PREVENTION IN YOUNG CHILDREN - FINANCED SOLELY BY PUBLIC PREVENTION AND HEALTH FUNDS,93,742
2074,RACIAL AND ETHNIC APPROACHES TO COMMUNITY HEALTH: OBESITY AND HYPERTENSION DEMONSTRATION PROJECTS FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDS,93,743
2075,"PPHF: BREAST AND CERVICAL CANCER SCREENING OPPORTUNITIES FOR STATES, TRIBES AND TERRITORIES SOLELY FINANCED BY PREVENTION AND PUBLIC HEALTH FUNDS",93,744
2076,PPHF: HEALTH CARE SURVEILLANCE/HEALTH STATISTICS Ð SURVEILLANCE PROGRAM ANNOUNCEMENT: BEHAVIORAL RISK FACTOR SURVEILLANCE SYSTEM FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUND,93,745
2077,ELDER ABUSE PREVENTION INTERVENTIONS PROGRAM,93,747
2078,PPHF COOPERATIVE AGREEMENTS FOR PRESCRIPTION DRUG MONITORING PROGRAM ELECTRONIC HEALTH RECORD (EHR) INTEGRATION AND INTEROPERABILITY EXPANSION,93,748
2079,PPHF Ð PUBLIC HEALTH LABORATORY INFRASTRUCTURE Ð FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUND,93,749
2080,PPHF COOPERATIVE AGREEMENT TO SUPPORT NAVIGATORS IN FEDERALLY-FACILITATED AND STATE PARTNERSHIP EXCHANGES,93,750
2081,PPHF: CONSORTIUM FOR TOBACCO USE CESSATION TECHNICAL ASSISTANCE FINANCED BY SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDS,93,751
2082,"CANCER PREVENTION AND CONTROL PROGRAMS FOR STATE, TERRITORIAL AND TRIBAL ORGANIZATIONS FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS",93,752
2083,CHILD LEAD POISONING PREVENTION SURVEILLANCE FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH (PPHF) PROGRAM,93,753
2084,PROMOTION AND SUPPORT OF OPTIMAL BREASTFEEDING PRACTICES THROUGHOUT THE UNITED STATES FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDING (PPHF),93,754
2085,SURVEILLANCE FOR DISEASES AMONG IMMIGRANTS AND REFUGEES FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,755
2086,NUTRITION AND PHYSICAL ACTIVITY PROGRAM FUNDED SOLELY BY PREVENTION AND PUBLIC HEALTH  FUNDS (PPHF),93,756
2087,"STATE PUBLIC HEALTH ACTIONS TO PREVENT AND CONTROL DIABETES, HEART DISEASE, OBESITY AND ASSOCIATED RISK FACTORS AND PROMOTE SCHOOL HEALTH FINANCED IN PART BY PREVENTION AND PUBLIC HEALTH FUNDING (PPHF)",93,757
2088,PREVENTIVE HEALTH AND HEALTH SERVICES BLOCK GRANT FUNDED SOLELY WITH PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,758
2089,CONSORTIUM FOR TOBACCO USE CESSATION TECHNICAL ASSISTANCE FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDS,93,759
2090,EVIDENCE-BASED FALLS PREVENTION PROGRAMS FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,761
2091,A COMPREHENSIVE APPROACH TO GOOD HEALTH AND WELLNESS IN INDIAN COUNTY Ð FINANCED SOLELY BY PREVENTION AND PUBLIC HEALTH,93,762
2092,ALZHEIMERÕS DISEASE INITIATIVE: SPECIALIZED SUPPORTIVE SERVICES PROJECT (ADI-SSS) THRU PREVENTION AND PUBLIC HEALTH FUNDS (PPHF),93,763
2093,PPHF- COOPERATIVE AGREEMENTS TO IMPLEMENT THE NATIONAL STRATEGY FOR SUICIDE PREVENTION (SHORT TITLE: NATIONAL STRATEGY GRANTS),93,764
2094,PPHF-CDC PARTNERSHIP: STRENGTHENING PUBLIC HEALTH LABORATORIES,93,765
2095,CHILDREN'S HEALTH INSURANCE PROGRAM,93,767
2096,MEDICARE_PRESCRIPTION DRUG COVERAGE,93,770
2097,MEDICARE_HOSPITAL INSURANCE,93,773
2098,MEDICARE_SUPPLEMENTARY MEDICAL INSURANCE,93,774
2099,STATE MEDICAID FRAUD CONTROL UNITS,93,775
2100,STATE SURVEY AND CERTIFICATION OF HEALTH CARE PROVIDERS AND SUPPLIERS (TITLE XVIII) MEDICARE,93,777
2101,MEDICAL ASSISTANCE PROGRAM,93,778
2102,"CENTERS FOR MEDICARE AND MEDICAID SERVICES (CMS) RESEARCH, DEMONSTRATIONS AND EVALUATIONS",93,779
2103,GRANTS TO STATES FOR OPERATION OF QUALIFIED HIGH-RISK POOLS,93,780
2104,FEDERAL REIMBURSEMENT OF EMERGENCY HEALTH SERVICES FURNISHED TO UNDOCUMENTED ALIENS,93,784
2105,MONEY FOLLOWS THE PERSON REBALANCING DEMONSTRATION,93,791
2106,STATE SURVEY CERTIFICATION OF HEALTH CARE PROVIDERS AND SUPPLIERS (TITLE XIX) MEDICAID,93,796
2107,ORGANIZED APPROACHES TO INCREASE COLORECTAL CANCER SCREENING,93,800
2108,EBOLA HEALTHCARE PREPAREDNESS AND RESPONSE FOR SELECT CITIES WITH ENHANCED AIRPORT ENTRANCE SCREENINGS FROM AFFECTED COUNTRIES IN WEST AFRICA,93,801
2109,INCREASING THE IMPLEMENTATION OF EVIDENCE-BASED CANCER SURVIVORSHIP INTERVENTIONS TO INCREASE QUALITY AND DURATION OF LIFE AMONG CANCER PATIENTS,93,808
2110,NATIONAL ORGANIZATIONS FOR CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,93,809
2111,PAUL COVERDELL NATIONAL ACUTE STROKE PROGRAM NATIONAL CENTER FOR CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,93,810
2112,"HEART DISEASE & STROKE PREVENTION PROGRAM AND DIABETES PREVENTION Ð STATE AND LOCAL PUBLIC HEALTH ACTIONS TO PREVENT OBESITY, DIABETES, AND HEART DISEASE AND STROKE",93,813
1576,REHABILITATION TRAINING_STATE VOCATIONAL REHABILITATION UNIT IN-SERVICE TRAINING,84,265
1577,FEDERAL DIRECT STUDENT LOANS,84,268
1578,AMERICAN OVERSEAS RESEARCH CENTERS,84,274
1579,CHARTER SCHOOLS,84,282
1580,COMPREHENSIVE CENTERS,84,283
1581,TWENTY-FIRST CENTURY COMMUNITY LEARNING CENTERS,84,287
1582,READY-TO-LEARN TELEVISION,84,295
1583,INDIAN EDUCATION -- SPECIAL PROGRAMS FOR INDIAN CHILDREN,84,299
1584,"EDUCATION RESEARCH, DEVELOPMENT AND DISSEMINATION",84,305
1585,TRADITIONALLY UNDERSERVED POPULATIONS,84,315
1586,SPECIAL EDUCATION - STATE PERSONNEL DEVELOPMENT,84,323
1587,RESEARCH IN SPECIAL EDUCATION,84,324
1588,SPECIAL EDUCATION - PERSONNEL DEVELOPMENT TO IMPROVE SERVICES AND RESULTS FOR CHILDREN WITH DISABILITIES,84,325
1589,SPECIAL EDUCATION_TECHNICAL ASSISTANCE AND DISSEMINATION TO IMPROVE SERVICES AND RESULTS FOR CHILDREN WITH DISABILITIES,84,326
1590,"SPECIAL EDUCATION_EDUCATIONAL TECHNOLOGY MEDIA, AND MATERIALS FOR INDIVIDUALS WITH DISABILITIES",84,327
1591,SPECIAL EDUCATION_PARENT INFORMATION CENTERS,84,328
1592,SPECIAL EDUCATION_STUDIES AND EVALUATIONS,84,329
1593,ADVANCED PLACEMENT PROGRAM (ADVANCED PLACEMENT TEST FEE; ADVANCED PLACEMENT INCENTIVE PROGRAM GRANTS),84,330
1594,GAINING EARLY AWARENESS AND READINESS FOR UNDERGRADUATE PROGRAMS,84,334
1595,CHILD CARE ACCESS MEANS PARENTS IN SCHOOL,84,335
1596,TEACHER QUALITY PARTNERSHIP GRANTS,84,336
1597,ASSISTIVE TECHNOLOGY_STATE GRANTS FOR PROTECTION AND ADVOCACY,84,343
1598,TRANSITION TO TEACHING,84,350
1599,ARTS IN EDUCATION,84,351
1600,CREDIT ENHANCEMENT FOR CHARTER SCHOOL FACILITIES,84,354
1601,ALASKA NATIVE EDUCATIONAL PROGRAMS,84,356
1602,RURAL EDUCATION,84,358
1603,HIGH SCHOOL GRADUATION INITIATIVE,84,360
1604,NATIVE HAWAIIAN EDUCATION,84,362
1605,SCHOOL LEADERSHIP,84,363
1606,ENGLISH LANGUAGE ACQUISITION STATE GRANTS,84,365
1607,MATHEMATICS AND SCIENCE PARTNERSHIPS,84,366
1608,IMPROVING TEACHER QUALITY STATE GRANTS,84,367
1609,GRANTS FOR ENHANCED ASSESSMENT INSTRUMENTS,84,368
1610,GRANTS FOR STATE ASSESSMENTS AND RELATED ACTIVITIES,84,369
1611,DC OPPORTUNITY SCHOLARSHIP PROGRAM,84,370
1612,STRIVING READERS,84,371
1613,STATEWIDE LONGITUDINAL DATA SYSTEMS,84,372
1614,SPECIAL EDUCATION_TECHNICAL ASSISTANCE ON STATE DATA COLLECTION,84,373
1615,TEACHER INCENTIVE FUND,84,374
1616,SCHOOL IMPROVEMENT GRANTS,84,377
1617,COLLEGE ACCESS CHALLENGE GRANT PROGRAM,84,378
1618,TEACHER EDUCATION ASSISTANCE FOR COLLEGE AND HIGHER EDUCATION GRANTS (TEACH GRANTS),84,379
1619,SPECIAL EDUCATION -- OLYMPIC EDUCATION PROGRAMS,84,380
1620,STRENGTHENING MINORITY-SERVING INSTITUTIONS,84,382
1621,CONSOLIDATED GRANT TO THE OUTLYING AREAS,84,403
1622,TRANSITION PROGRAMS FOR STUDENTS WITH INTELLECTUAL DISABILITIES INTO HIGHER EDUCATION,84,407
1623,POSTSECONDARY EDUCATION SCHOLARSHIPS FOR VETERAN'S DEPENDENTS,84,408
1624,INVESTING IN INNOVATION (I3) FUND,84,411
1625,RACE TO THE TOP Ð EARLY LEARNING CHALLENGE,84,412
1626,GRADUATE RESEARCH OPPORTUNITIES FOR MINORITY STUDENTS (MINORITIES AND RETIREMENT SECURITY PROGRAM),84,414
1627,STATE TRIBAL EDUCATION PARTNERSHIP (STEP),84,415
1628,RACE TO THE TOP - DISTRICT GRANTS,84,416
1629,DIRECTED GRANTS AND AWARDS,84,417
1630,PROMOTING READINESS OF MINORS IN SUPPLEMENTAL SECURITY INCOME,84,418
1631,PRESCHOOL DEVELOPMENT GRANTS,84,419
1632,PERFORMANCE PARTNERSHIP PILOTS FOR DISCONNECTED YOUTH,84,420
1633,HARRY S TRUMAN SCHOLARSHIP PROGRAM,85,001
1634,MCC FOREIGN ASSISTANCE FOR OVERSEAS PROGRAMS,85,002
1635,MCC DOMESTIC ASSISTANCE FOR OVERSEAS PROGRAMS,85,003
1636,CHRISTOPHER COLUMBUS AWARDS,85,102
1637,LIFE SCIENCES AWARDS,85,104
1638,AGRISCIENCE AWARDS,85,105
1639,BARRY M. GOLDWATER SCHOLARSHIP PROGRAM,85,200
1640,WOODROW WILSON CENTER FELLOWSHIPS IN THE HUMANITIES AND SOCIAL SCIENCES,85,300
1641,MORRIS K. UDALL SCHOLARSHIP PROGRAM,85,400
1642,MORRIS K. UDALL NATIVE AMERICAN CONGRESSIONAL INTERNSHIP PROGRAM,85,402
1643,JAMES MADISON MEMORIAL FELLOWSHIP PROGRAM,85,500
1644,SMITHSONIAN INSTITUTION FELLOWSHIP PROGRAM,85,601
1645,U.S. FACULTY SCHOLAR GRANTS,85,801
1646,FELLOWSHIP PROGRAM,85,802
1647,VISITING SCHOLAR GRANTS,85,803
