,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
195022,264488,912759,1,27015,2021,5,3,0,BASIS OF PRESENTATION,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Saint Joseph Housing Corporation under  programs of the federal government for the year ended September 30, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Saint Joseph Housing Corporation, it is not intended to and does not present the financial position, changes in net assets, or cash flows of Saint Joseph Housing Corporation.",,
195123,265339,912371,1,251945,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
195124,265340,912371,1,251945,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the cash basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
195395,282884,918145,1,3563,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying Schedule of Expenditures of Federal Awards includes the Federal assistance activity of the Health Center and is presented on the accrual basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards.",,
195396,282885,918145,1,3563,2021,3,3,0,WIC Vouchers,"This represents the WIC voucher amounts. For purposes of the accompanying financial statements, the related revenue and expense amounts have been shown net.",,
195397,282886,918145,1,3563,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
195422,285735,914625,1,18734,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
195423,285736,914625,1,18734,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Expenditures reported on the Schedule of Expenditures of Federal Awards (the Schedule) are reported on the accrual basis of accounting. The information in this Schedule is presented in accordance with the requirements of Uniform Guidance. The 10% de minimis cost rate has not been used.,,
195424,285737,914625,1,18734,2021,3,3,0,Basis of Presentation,"The accompanying Schedule of Expenditures of Federal Awards (the Schedule) includes the federal activity of Hauptman-Woodward Medical Research Institute, Inc. (the Institute) under programs of the federal government for the year ended October 31, 2021. The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Institute, it is note intended to and does not present the financial position, changes in net assets, or cash flows of the Institute. ",,
196216,333103,935574,1,253569,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,THE SCHEDULE IS PRESENTED IN ACCORDANCE WITH THE REQUIREMENTS OF THE UNIFORM GUIDANCE.  EXPENDITURES ARE REPORTED ON THE ACCRUAL BASIS OF ACCOUNTING. ,,
196217,333104,935574,1,253569,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
197682,429436,940826,1,256879,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity of the Paulding County Hospital and is presented on the cash basis of accounting. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).",,
197683,429437,940826,1,256879,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
198192,244145,902813,1,123503,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,Note 2 - Summary of Significant Accounting Policies - Expenditures reported on the Schedule are reported on the accrual basis of accounting. Suchexpenditures are recognized following the cost principles contained in Subpart E of the Uniform Guidance wherein certain types of expenditures are not allowable or are limited as to reimbursement.The University has elected not to use the 10 percent de minimis indirect cost rate covered in 2 CFR 200.414.,,
198193,244146,902813,1,123503,2021,4,3,0,Note 1 - Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal grant activity of the University of Redlands (the University) under programs of the federal government for the year ended June 30, 2021. The information in this Schedule is presented in accordance with the requirements of the Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the University, it is not intended to and does not present the financial position, changes in net assets or cash flows of the University.",,
198194,244147,902813,1,123503,2021,2,2,2,10% De Minimis Cost Rate,The University has elected not to use the 10 percent de minimis indirect cost rate covered in 2 CFR 200.414.,,
198195,244148,902813,1,123503,2021,3,3,0,Note 3 - Federal Student Loan Program,"The federal student loan program listed subsequently is administered directly by the University and balances and transactions relating to this program are included in the Universitys financial statements. The balance of loans outstanding at the beginning of the year are included in the federal expenditures presented in the Schedule. The balance of loans outstanding at June 30, 2021 consists of: (See Notes to SEFA - Note 3 - Federal Student Loan Program for table/chart)",,
198292,266736,913585,1,137225,2021,4,3,0,SUBRECIPIENTS,"The City did not pass through any funds to subrecipients during the year ended June 30, 2021.",,
198293,266737,913585,1,137225,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
198294,266738,913585,1,137225,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards includes the federal grant activity ofthe City of Perry, Georgia (the City) and is presented on the modified accrual basis of accounting.The information in this schedule is presented in accordance with the requirements of 2 CFR part200, OMBs Uniform Administrative Requirements, Cost Principles, and Audit Requirements forFederal Awards. Therefore, some amounts presented in this schedule may differ from amountspresented in, or used in the preparation of, the basic financial statements.",,
198295,266739,913585,1,137225,2021,3,3,0,Loan/loan guarantee outstanding balances,CAPITALIZATION GRANTS FOR DRINKING WATER STATE REVOLVING FUNDS (66.468) - Balances outstanding at the end of the audit period were 11049845. ,,
198848,287168,920361,1,64342,2021,3,3,0,Loan/loan guarantee outstanding balances,"Note 3 - Federal Student Loan Programs The federal student loan programs listed subsequently are administered directly by the University and balances and transactions relating to these programs are included in the University's basic financial statements. Loans made during the year are included in the federal expenditures presented in the schedule. The balance of loans outstanding at May 31, 2021 are as follows: 84.038 Perkins Loan Program $581,255 93.364 Nursing Student Loans $240,076 93.264 Nurse Faculty Loan Program $401,479",,
