"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"15.238","Challenge Cost Share","B - Cooperative Agreements (Discretionary Grants)","INTERIOR, DEPARTMENT OF THE","BUREAU OF LAND MANAGEMENT","N/A","Aug 2, 2023","Jul 19, 2022","false","Division Chief
Division of Wildlife, Aquatic & Environmental Protection
760 Horizon Drive, Suite 324
Email: fquamen@blm.gov
Phone: (202) 912-7274, Grand Junction CO 20003
2029127350
"
"15.573","Temperature Control Devices at Folsom Dam","B - Project Grants (Cooperative Agreements)","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","N/A","Aug 2, 2023","Aug 4, 2022","false","Bradley Hubbard
Interior Region 10 – California-Great Basin
Central California Area Office
7794 Folsom Dam Road, Folsom CA 95629
916-537-7041
"
"15.226","Payments in Lieu of Taxes","D - Direct Payments with Unrestricted Use","INTERIOR, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","N/A","Aug 2, 2023","Dec 20, 2022","false","Dionna Kiernan
Office of Budget, Department of the Interior, 1849 C St N.W., (MS 4106, MIB),, Washington DC 20240
202-341-2066
"
"15.158","DOI National Fire Plan","B - Cooperative Agreements (Discretionary Grants)","INTERIOR, DEPARTMENT OF THE","DEPARTMENTAL OFFICES","15.631, 15.948, 15.232","Aug 2, 2023","Aug 26, 2022","false","Amy Kishpaugh
Office of the Secretary
Office of Wildland Fire 
300 E. Mallard Drive, Suite 170
, Boise ID 83706
208-334-6195
"
"16.033","Collaborative Mental Health and Anti-Recidivism Initiative","B - Project Grants","JUSTICE, DEPARTMENT OF","OFFICE OF JUSTICE PROGRAMS","N/A","Aug 1, 2023","Sep 21, 2022","false","Rebecca Rose
U.S. Department of Justice
Office of Justice Programs
Bureau of Justice Assistance
810 7th Street, NW, Washington DC 20531
202-598-9314
"
"19.222","Trans-Sahara Counterterrorism Partnership (TSCTP)","B - Cooperative Agreements (Discretionary Grants)","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Jul 31, 2023","Jul 31, 2023","false","Christopher Tringale
2430 E Street, NW
, Washington DC 20520
(202) 472 8744
"
"19.220","Ambassadors' Special Self Help Fund","B - Project Grants (Discretionary)","STATE, DEPARTMENT OF","","N/A","Jul 31, 2023","Jul 31, 2023","false","Tawanna Davidson
2201 C Street NW, Washington DC 20519
202-647-5774
"
"19.989","State/African Regional - Other Economic Support Funds (ESF) Projects/Programs","B - Project Grants","STATE, DEPARTMENT OF","","N/A","Jul 31, 2023","Jul 31, 2023","false","Mr. Ariel Wyckoff
2201 C Street, NW, Room 5238, Washington DC 20520
571-581-5879
"
"19.225","Africa Regional Democracy Fund","B - Project Grants","STATE, DEPARTMENT OF","","N/A","Jul 31, 2023","Jul 31, 2023","false","Emily Hardman
2201 C St NW, Washington DC 20520
(202) 213-6671
"
"19.223","South Sudan and Sudan Assistance Program","B - Project Grants","STATE, DEPARTMENT OF","","N/A","Jul 31, 2023","Jul 31, 2023","false","Rachel Siegler
2201 C St NW, Washington DC 20520
202-257-5879
"
"19.706","Partnership for Regional East Africa Counterterrorism","B - Project Grants","STATE, DEPARTMENT OF","","N/A","Jul 31, 2023","Jul 31, 2023","false","Ursula Iszler
2201 C St NW, Washington DC 20520
771-204-8681
"
"19.979","Regional Peace and Security","B - Project Grants","STATE, DEPARTMENT OF","STATE, DEPARTMENT OF","N/A","Jul 31, 2023","Jul 31, 2023","false","Christopher John Pommerer
2201 C Street, NW, Washington DC 20520
2026477158
"
"15.641","Wildlife Without Borders-Mexico","B - Project Grants (Discretionary)","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","15.651, 15.640","Jul 28, 2023","May 11, 2022","false","Chief,
Division of International Conservation
U.S. Fish and Wildlife Service
Department of the Interior,
5275 Leesburg Pike, MS:IA
Falls Church, VA  22041-3803
, Falls Church VA 22041-3803
(703) 358-1754
"
"15.548","Reclamation Rural Water Supply","B - Cooperative Agreements (Discretionary Grants)","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","N/A","Jul 28, 2023","Jul 7, 2022","false","Irene Hoiby
Bureau of Reclamation, Mail Code 84-27130, Denver Federal Center, P.O. Box 25007, Denver CO 80225
3034452025
"
"15.638","Tribal Landowner Incentive Program","A - Formula Grants","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","15.631, 15.639, 15.630, 15.623","Jul 28, 2023","Jul 27, 2023","false","Not active
DOI, Washington DC 20001
555-555-5555
"
"15.652","Invasive Species","B - Project Grants (Discretionary)","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","N/A","Jul 27, 2023","Jul 27, 2023","false","U.S. Fish and Wildlife Service
National Wildlife Refuge System,  Department of the Interior, 5275 Leesburg Pike, MS: NWRS, Falls Church VA 22041
(703) 358-1744
"
"91.005","Priority Grant Competition","B - Project Grants","UNITED STATES INSTITUTE OF PEACE","","N/A","Jul 27, 2023","Jul 27, 2023","false","Shauna Eisenberg
2301 Constitution Ave. NW, Washington DC 20037
2024293841
"
"15.527","San Luis Unit, Central Valley","B - Project Grants (Cooperative Agreements)","INTERIOR, DEPARTMENT OF THE","BUREAU OF RECLAMATION","15.506","Jul 26, 2023","Aug 4, 2022","false","Jeffrey Papendick
1243 N Street, Fresno CA 93721
NA
"
"64.030","Life Insurance for Veterans – Face Amount of New Life Insurance Policies Issued","G - Insurance","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS BENEFITS ADMINISTRATION","64.109, 64.031, 64.103, 64.105, 96.001, 96.004, 64.106","Jul 26, 2023","Sep 7, 2020","false","Tikva Giterman - VBA, Insurance Service
810 Vermont Ave. NW, Washington DC 20420
215-842-2000 x427
"
"93.093","Health Profession Opportunity Grants","B - Cooperative Agreements (Discretionary Grants)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR CHILDREN AND FAMILIES","N/A","Jul 26, 2023","Sep 12, 2022","false","Priscila Silva-Lebron
330 C Street SW, Suite 3026, Washington DC 20201
202-690-7458
"
"14.191","Multifamily Housing Service Coordinators","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.157, 14.181, 14.157","Jul 26, 2023","Jul 26, 2023","false","Belinda Koros
451 7th St SW Room 6158, Washington DC 20410
202-402-3615
"
"14.326","Project Rental Assistance Demonstration (PRA Demo) Program of Section 811 Supportive Housing for Persons with Disabilities","B - Cooperative Agreements (Discretionary Grants)","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.181","Jul 26, 2023","Jul 26, 2023","false","Belinda Koros
451 7th St SW Room 6158, Washington DC 20410
202-402-3615
"
"14.269","Hurricane Sandy Community Development Block Grant Disaster Recovery Grants (CDBG-DR)","A - Formula Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","14.228, 14.225, 14.218, 14.272, 14.272","Jul 26, 2023","Jul 26, 2023","false","Kellice Chance
451 7th Street SW,, Washington DC 20410
202-402-7108
"
"14.157","Supportive Housing for the Elderly","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","14.181, 14.195","Jul 26, 2023","Jul 26, 2023","false","Belinda Koros
451 7th St SW Room 6158, Washington DC 20410
202-402-3615
"
"14.181","Supportive Housing for Persons with Disabilities","B - Project Grants (for specified projects)","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASST SECRETARY FOR HOUSING--FEDERAL HOUSING COMMISSIONER","N/A","Jul 26, 2023","Jul 26, 2023","false","Belinda Koros
451 7th St SW Room 6158, Washington DC 20410
202-402-3615
"
"12.900","Language Grant Program","B - Project Grants","DEPT OF DEFENSE","NATIONAL SECURITY AGENCY (NSA)","N/A","Jul 25, 2023","Jul 25, 2023","false","National Security Agency
9800 Savage Road, Suite 6810, Fort George G. Meade MD 20755
410-854-1337
"
"12.114","Collaborative Research and Development","B - Cooperative Agreements","DEPT OF DEFENSE","DEPT OF THE ARMY","N/A","Jul 25, 2023","Jul 25, 2023","false","Ronnell Booker
Headquarters, U.S. Army Corps of Engineers
441 G Street NW
CECT-SO, Washington DC 20314
202-761-8645
"
"93.232","Loan Repayment Program for General Research","C - Direct Payments for Specified Use","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","N/A","Jul 25, 2023","Jul 25, 2023","false","Patricia A. Cole, PhD
Office of Intramural Training and Education
National Institutes of Health
U.S. Department of Health and Human Services 
Building 2, Room 2E18
2 Center Drive , Bethesda MD 20892-0230
3014021283
"
"14.238","Shelter Plus Care","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","14.235, 14.241, 14.267, 14.267, 14.231, 14.231","Jul 24, 2023","Aug 11, 2022","false","Brian P. Fitzmaurice;
U.S. Department of Housing and Urban Development, Community Planning and Development, Office of Special Needs Assistance Programs, 451 7th Street, SW, Room 7262, Washington DC 20410
202-402-4080
"
"14.235","Supportive Housing Program","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","14.238, 14.241, 14.267, 14.249, 14.267, 14.231, 14.231","Jul 24, 2023","Aug 11, 2022","false","Tonya Proctor, Deputy Director 
U.S. Department of Housing and Urban Development; 
Community Planning and Development; 
Office of Special Needs Assistance Programs, Washington DC 20410
202-402-5697
"
"14.250","Rural Housing and Economic Development","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","N/A","Jul 24, 2023","Aug 11, 2022","false","Thann Young,
Department of Housing and Urban Development, Office of Rural Housing and Economic Development, Room 7137, Washington, DC 20410
(202) 708-2290 or 1-877-787-2526
"
"14.270","Appalachia Economic Development Initiative","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","N/A","Jul 24, 2023","Aug 11, 2022","false","Thann Young
Office of Rural Housing and Economic Development
U.S. Department of Housing and Urban Development
451 7th Street SW, Room 7137
, Washington DC DC 20410
1-877-787-2526
"
"14.271","Delta Community Capital Initiative","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","N/A","Jul 24, 2023","Aug 11, 2022","false","Thann Young
Office of Rural Housing and Economic Development
U.S. Department of Housing and Urban Development
451 7th Street SW, Room 7137
, Washington DC DC 20410
1-877-787-2526
"
"14.266","Border Community Capital Initiative","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","N/A","Jul 24, 2023","Aug 11, 2022","false","Thann Young
Office of Rural Housing and Economic Development
U.S. Department of Housing and Urban Development
451 7th Street SW, Room 7137
, Washington DC DC 20410
2024024464
"
"45.161","Promotion of the Humanities Research","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.160","Jul 24, 2023","Jul 24, 2023","false","National Endowment for the Humanities, Division of Research Programs
400 Seventh St., SW, Washington DC 20506
(202) 606-8200
"
"45.129","Promotion of the Humanities Federal/State Partnership","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.164","Jul 24, 2023","Jul 24, 2023","false","Office of Federal/State Partnership 
National Endowment for the Humanities, Washington DC 20506
(202) 606-8254
"
"93.209","Contraception and Infertility Research Loan Repayment Program","C - Direct Payments for Specified Use","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","NATIONAL INSTITUTES OF HEALTH","N/A","Jul 24, 2023","Jul 24, 2023","false","Steven C. Kaufman, M.D., M.S.
6710B Rockledge Drive, room 2421C, Bethesda MD 20817
301-496-8363
"
"45.149","Promotion of the Humanities Division of Preservation and Access","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.164","Jul 24, 2023","Jul 24, 2023","false","National Endowment for the Humanities, Division of Preservation & Access
400 Seventh Street, SW, Washington DC 20506
(202) 606-8570
"
"87.002","Virginia Graeme Baker Pool and Spa Safety","B - Project Grants","CONSUMER PRODUCT SAFETY COMMISSION","","N/A","Jul 24, 2023","Jul 24, 2023","false","Harvey Kincaid
4330 East West Hwy
, Bethesda MD 20814
(301) 504-7525
"
"45.164","Promotion of the Humanities Public Programs","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.129","Jul 21, 2023","Jul 21, 2023","false","National Endowment for the Humanities, Division of Public Programs
400 7th Street, SW, Washington DC 20506
(202) 606-8269
"
"12.450","Fort Huachuca Environmental Training","Z - Salaries and Expenses","DEPT OF DEFENSE","DEPT OF THE ARMY","N/A","Jul 20, 2023","Aug 12, 2022","false","Douglas S. Kirby
ACC-APG
Huachuca Division
Fort Huachuca DOC Operations
PO Box 12748, Fort Huachuca AZ 85670-2748
5205331514
"
"10.178","Trade Mitigation Program Eligible Recipient Agency Operational Funds","A - Formula Grants","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","N/A","Jul 20, 2023","Aug 24, 2022","false","Polly Fairfield
3101 Park Center Drive, Alexandria VA 22302
703-305-4386
"
"45.162","Promotion of the Humanities Teaching and Learning Resources and Curriculum Development","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","N/A","Jul 20, 2023","Jul 20, 2023","false","National Endowment for the Humanities, Division of Education Programs
400 Seventh  Street, SW, Washington DC 20506
(202) 606-8500
"
"45.169","Promotion of the Humanities Office of Digital Humanities","B - Project Grants","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.149","Jul 20, 2023","Jul 20, 2023","false","National Endowment for the Humanities, Office of Digital Humanities
400 Seventh St. SW
, Washington DC 20506
202-606-8400
"
"45.160","Promotion of the Humanities Fellowships and Stipends","B - Project Grants (Fellowships)","NATIONAL ENDOWMENT FOR THE HUMANITIES","","45.161","Jul 20, 2023","Jul 20, 2023","false","National Endowment for the Humanities, Division of Research Programs
400 Seventh Street, SW, Washington DC 20506
(202) 606-8200
"
"12.560","DOD, NDEP, DOTC-STEM Education Outreach Implementation","B - Project Grants","DEPT OF DEFENSE","IMMEDIATE OFFICE OF THE SECRETARY OF DEFENSE","N/A","Jul 20, 2023","Jul 20, 2023","false","Morgan Ziatyk
Phipps Road, Building 9, Picatinny Arsenal  NJ 07806
(973) 724-3504
"
"15.840","Upper Mississippi River System Navigation and Ecosystem Sustainability Program","B - Cooperative Agreements","INTERIOR, DEPARTMENT OF THE","US GEOLOGICAL SURVEY","N/A","Jul 18, 2023","Nov 17, 2022","false","Mark Gaikowski
2630 Fanta Reed Road, LaCrosse WI 54603
6087816221
"
"90.200","Delta Regional Authority",,"DELTA REGIONAL AUTHORITY","","90.201, 90.202","Jul 17, 2023","Jul 17, 2023","false","Inquiries and proposals for projects should be submitted first to The Local Development District.  (See DRA website for listing.)  Other inquiries may be addressed to: Executive Director, Delta Regional Authority, 236 Sharkey Avenue, Suite 400, Clarksdale, MS 38614. , 

"
"15.633","Landowner Incentive","B - Project Grants (Discretionary)","INTERIOR, DEPARTMENT OF THE","U.S. FISH AND WILDLIFE SERVICE","15.615, 15.611, 15.634, 15.605, 15.608","Jul 17, 2023","May 5, 2022","false","Chief, Policy and Programs Division
Chief, Policy and Programs Division, Wildlife and Sport Fish Restoration Programs, U.S. Fish and Wildlife Service, Department of the Interior, MS: WSFR, 5275 Leesburg Pike, , Falls Church VA 22041-3803
(703)358-2231
"
"20.935","State and Local Government Data Analysis Tools for Roadway Safety","B - Cooperative Agreements (Discretionary Grants)","TRANSPORTATION, DEPARTMENT OF","OFFICE OF THE SECRETARY","N/A","Jul 17, 2023","Aug 10, 2022","false","Paul D. Teicher
1200 New Jersey Ave SE
W84-322, Washington DC 20590
202-366-4114
"
"14.024","Community Development Block Grant- PRICE Competition","B - Project Grants","HOUSING AND URBAN DEVELOPMENT, DEPARTMENT OF","ASSISTANT SECRETARY FOR COMMUNITY PLANNING AND DEVELOPMENT","N/A","Jul 13, 2023","Jul 13, 2023","false","Jessie Handforth Kome
451 7th Street SW, Suite 7282, Washington DC 20410
2024025539
"
"59.074","OED Resource Partners Training Portal (RPTP)","B - Project Grants","SMALL BUSINESS ADMINISTRATION","","N/A","Jul 12, 2023","Jul 28, 2022","false","Nathaniel Bishop
409 3rd Street, SW, Washington DC 20416
202.205.7007
"
"12.432","U.S. Military Academy Athletic Programs at West Point","B - Project Grants (Cooperative Agreements)","DEPT OF DEFENSE","DEPT OF THE ARMY","N/A","Jul 10, 2023","Aug 31, 2022","false","Kia S McCormick
US ARMY RESEARCH OFFICE / ACC-APG-RTP DIVISION

, RESEARCH TRIANGLE PARK NC 27709-2211
9195414281
"
"93.602","Assets for Independence Demonstration Program","B - Project Grants (Discretionary)","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR CHILDREN AND FAMILIES","N/A","Jul 5, 2023","Sep 9, 2022","false","Rafael J. Elizalde, Program Manager
Division of Community Discretionary Programs, Office of Community Services, Administration for Children and Families, Department of Health and Human Services, 330 C Street, S.W, Washington DC 20201
202-401-5115
"
"93.986","Medicare Access and CHIP Reauthorization Act (MACRA) Funding Opportunity: Measure Development for the Quality Payment Program","Z - Salaries and Expenses","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","N/A","Jun 27, 2023","Jul 28, 2022","false","Wilfred Agbenyikey
7500 Security Boulevard, Woodlawn MD 21244
410-786-4399
"
"93.639","Section 9813: State Planning Grants for Qualifying Community-Based Mobile Crisis Intervention Services","B - Cooperative Agreements","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","CENTERS FOR MEDICARE AND MEDICAID SERVICES","N/A","Jun 27, 2023","Aug 18, 2022","false","Mary Greene
7500 Security Blvd, Baltimore MD 21244
410-786-5239
"
